name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[32014.35793626081, 14770.5056006384, 38609.01169280646, 23475.931140916724, 34361.09400113432, 2928.5396052806973, 26770.753696068907, 27207.859730434953, 25142.012599679158, 22430.5601681127, 26030.412603744047, 10890.010127677178, 40045.490759549386, 36621.0038819247, 40462.94868669906, 21539.770504522425, 6941.56682158158, 33931.8601619655, 30674.824651450464, 11321.97075129315, 31530.50047161636, 15846.53544655903, 10131.450267042124, 29653.480943920542, 32299.539528212612, 34212.04687773165, 25259.432961720762, 19044.101028944813, 20967.490162857852, 28349.959550412874, 27288.431433669637, 35537.44935012357, 31083.62946772461, 6996.535135387941, 21277.913077328463, 26020.048342497037, 25974.97083250946]"
elevation,"[117.2580795288086, 87.5692367553711, 87.09903717041016, 115.3862915039062, 107.3406066894531, 84.08094787597656, 62.88092803955078, 90.22052764892578, 96.21031188964844, 77.62855529785156, 88.35090637207031, 93.0002212524414, 84.8176040649414, 94.3451919555664, 88.10702514648438, 63.27487182617188, 92.00961303710938, 100.0999069213867, 113.4906616210938, 89.7363052368164, 95.42726135253906, 104.1343002319336, 85.60298919677734, 77.0042953491211, 60.38272857666016, 82.72358703613281, 88.03595733642578, 77.44755554199219, 113.0920715332031, 76.54216003417969, 97.52717590332031, 119.8491744995117, 98.08709716796875, 83.06501007080078, 89.6664810180664, 116.1438598632812, 101.2802963256836, 117.508903503418, 91.50196838378906, 66.14737701416016, 71.45431518554688, 72.5665283203125, 78.47612762451172, 106.3346710205078, 106.0967636108398, 89.9063720703125, 72.09932708740234, 91.26464080810547, 88.36351776123047, 70.6024169921875, 71.09640502929688, 78.9531478881836, 73.67623901367188, 91.885498046875, 92.23977661132812, 89.2109603881836, 67.17672729492188, 63.99348068237305, 85.08980560302734, 93.76292419433594]"
color,red
