name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[7154.52032737349, 17127.652764930746, 37854.22674249703, 30746.356250355337, 13804.380507014279, 31567.160435569964, 35335.37475948062, 5502.65006523183, 39767.198632614374, 2429.505272021278, 33402.469195093305, 23204.68639039321, 43258.56558976249, 32849.17843576746, 21422.98315810599, 35074.124091131336, 35134.62675377546, 40533.24215978375, 12395.778013541167, 0.0, 28001.330071930905, 53109.57764008237, 30455.14310244405, 28162.30200078297, 22676.60092911883, 11369.125107356516, 25832.421238318126, 37422.60500272861, 31582.87402036503, 32388.223035085593, 37287.57080230919, 35958.298768385066, 22754.563803507375, 32078.68493314222]"
elevation,"[66.0837631225586, 83.29936981201172, 93.04190826416016, 84.229248046875, 87.23751068115234, 73.95166015625, 109.5076141357422, 73.88563537597656, 86.78119659423828, 105.2558975219727, 82.92935943603516, 72.79566192626953, 72.57366943359375, 103.6292953491211, 71.34111785888672, 66.19820404052734, 90.51066589355469, 101.948616027832, 81.32254791259766, 81.53394317626953, 101.4721221923828, 82.72358703613281, 88.90980529785156, 92.46226501464844, 66.43604278564453, 71.22901916503906, 76.1407699584961, 83.97090911865234, 75.36957550048828, 90.93717956542969, 71.22937774658203, 88.10702514648438, 73.65798950195312, 109.0743255615234, 65.23243713378906, 92.82466888427734, 106.4785308837891, 99.51127624511719, 72.75167083740234, 83.38584899902344, 89.00601959228516, 73.67526245117188, 92.2638931274414, 110.9820785522461, 82.71903991699219, 93.17584991455078, 99.28561401367188, 115.4630508422852, 85.07205200195312]"
color,blue
