name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[29915.038406142125, 32593.439255192232, 35327.45613048736, 21463.912537784778, 36996.65833321964, 14506.980873283494, 41113.98497033463, 26722.085843673703, 7038.936637664694, 36848.76183692232, 20177.604936143027, 31347.05056030439, 36251.099268065416, 29286.76157082738, 30849.822427399737, 32090.440336606687, 25291.891052947383, 26790.943005047666, 27868.934108093374, 18607.13394025136, 30005.18682546236, 17738.080798082912, 39346.22050358673, 36845.32768496015, 19646.24451144846, 12177.568711730819, 28904.897008491473, 33847.80201006424, 9730.14028261451, 28340.466424650003, 28808.724658757947, 29976.221304393544, 28697.089427174586, 22491.093818190868]"
elevation,"[104.3489990234375, 96.4962387084961, 118.1316833496094, 106.4832229614258, 84.92940521240234, 65.91768646240234, 80.90451049804688, 119.7053375244141, 117.6118240356445, 92.46226501464844, 102.1719436645508, 116.0312805175781, 88.97850036621094, 93.77584838867188, 77.65879821777344, 87.30906677246094, 94.85942840576172, 111.9708862304688, 91.05177307128906, 107.6491928100586, 112.6708374023438, 103.2796783447266, 95.18903350830078, 65.09371948242188, 103.1508483886719, 82.57627868652344, 90.31078338623047, 97.2056884765625, 77.38270568847656, 102.0520782470703, 91.70486450195312, 84.6155014038086, 79.84552764892578, 85.43379974365234, 99.28561401367188, 75.49977111816406, 66.32239532470703, 70.14896392822266, 114.7867431640625, 103.2996520996094, 98.78909301757812, 77.0042953491211, 86.0000228881836, 88.1078872680664, 119.0299377441406, 106.2742156982422, 93.81158447265625, 112.8546524047852, 109.9710159301758]"
color,blue
