name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[25393.2899575632, 17916.940201227215, 0.0, 22383.59716878645, 31265.969341140626, 27852.60115640628, 30262.852473692492, 30175.562116239893, 28298.09993904771, 27161.84420425323, 48759.31811708293, 13466.430868262034, 38772.94112492886, 41708.087818356, 9747.030238122119, 38931.8920560139, 31993.85437365624, 13225.569435493515, 29677.43854729903, 3221.3286262098754, 38463.174398311116, 5962.658443372155, 7509.6094027844065, 32181.87534992372, 2371.6623966472257, 19472.308708109005, 5921.601267891466, 35021.43946022202, 9341.593962645878, 36092.71105073466, 35285.39665275167, 23656.92525739723, 34275.95845000944, 33222.111238896374, 27921.305936489654, 29241.48961074391, 41487.53064928847]"
elevation,"[104.5109100341797, 65.24297332763672, 78.6378173828125, 94.33367156982422, 83.80098724365234, 94.67878723144531, 75.65421295166016, 77.38270568847656, 88.80118560791016, 81.6485366821289, 77.97451782226562, 82.75764465332031, 79.44637298583984, 88.33148956298828, 100.9400100708008, 97.26167297363281, 89.65528106689453, 87.85554504394531, 83.80098724365234, 94.3451919555664, 63.37488174438477, 114.4020690917969, 87.05071258544922, 91.05177307128906, 61.41265487670898, 64.91080474853516, 94.70497131347656, 94.24008178710938, 96.85052490234375, 93.84329223632812, 90.52278900146484, 87.63307189941406, 90.71480560302734, 94.63480377197266, 62.50058746337891, 110.0476760864258, 102.7527542114258, 79.913818359375, 98.28260803222656, 88.77825927734375, 93.6189193725586, 82.14065551757812, 66.33639526367188, 93.4905776977539, 84.57649993896484, 93.64939880371094, 78.17442321777344, 66.01566314697266, 67.73746490478516, 108.0421676635742, 103.6022872924805, 87.64997863769531, 77.62855529785156, 75.49977111816406, 109.7139892578125, 96.92265319824219, 83.6648941040039, 73.2950210571289, 109.8567962646484, 101.962760925293]"
color,red
