name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[32013.19703449247, 40705.3347107391, 3864.726281292511, 36112.49766974898, 26172.571998860025, 26824.428440928663, 2274.0900607978965, 21118.340623234, 37305.15163833056, 38210.21009485748, 20710.981427426534, 30476.53625543249, 43930.68381284361, 38748.65639064864, 27891.36850780376, 21861.75220713584, 42886.808475838225, 20863.48166352979, 11615.743573591866, 27229.200126394404, 22805.958167182405, 18751.90287872193, 27956.544713008923, 29517.7193535933, 24372.927407507217, 26309.360763262503, 20943.25978580358, 22126.830921315697, 32162.389278257495, 32978.41162389456, 35174.2312176543, 26430.39628347324, 24818.702385781307, 32479.604226616706]"
elevation,"[101.2427291870117, 68.73304748535156, 90.55548858642578, 64.39199829101562, 107.4597778320312, 104.0244674682617, 88.80118560791016, 115.7779998779297, 96.41493225097656, 107.7153015136719, 80.2911605834961, 95.15846252441406, 91.885498046875, 89.55897521972656, 93.5774917602539, 97.2056884765625, 112.1284790039062, 65.08062744140625, 98.22630310058594, 83.4349136352539, 93.6112289428711, 66.77657318115234, 78.90454864501953, 100.9732971191406, 86.56298828125, 84.72830963134766, 96.06254577636719, 82.75825500488281, 88.79154968261719, 83.6648941040039, 70.9027099609375, 95.41059112548828, 88.21478271484375, 94.55305480957031, 110.4968948364258, 102.8711929321289, 85.81512451171875, 94.25794982910156, 77.7435073852539, 83.96570587158203, 76.54216003417969, 86.11946868896484, 80.20835876464844, 115.4630508422852, 85.07205200195312, 96.4727783203125, 92.99242401123047, 73.81196594238281, 91.49018096923828]"
color,blue
