name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[33401.74256065394, 20353.628938292983, 33524.418370188694, 12002.74811444385, 34929.374864719764, 6668.082319745832, 33316.29255144394, 30300.69522748099, 3852.823343721725, 31663.421263942222, 34986.86345489113, 38061.851517481926, 27577.35050620015, 26572.825844640676, 32548.459365574905, 24823.786450793814, 33521.96023053977, 36008.57657888819, 7259.860905796879, 20469.804284059548, 22971.69887765256, 7753.886175676121, 10250.629976985274, 28741.081406148536, 38480.23921900227, 32925.14862324204, 30855.945299387593, 33836.282922939194, 19916.487012664904, 30969.44894671292, 5526.473788573228, 32748.317129655927, 19321.56380897912, 3207.1713424041923, 20995.280926347892, 40021.67566266611, 27278.102187461187]"
elevation,"[88.00335693359375, 87.81790161132812, 85.35872650146484, 70.9027099609375, 97.4975814819336, 81.32254791259766, 98.62013244628906, 89.71409606933594, 110.4968948364258, 80.71466827392578, 89.43660736083984, 104.3221435546875, 95.0185317993164, 105.060302734375, 62.03200149536133, 77.44755554199219, 97.17668914794922, 65.3265380859375, 110.0476760864258, 93.78255462646484, 66.82588958740234, 77.90934753417969, 86.1666259765625, 90.63846588134766, 107.19091796875, 84.35416412353516, 95.41341400146484, 96.03089141845703, 125.3712615966797, 73.81196594238281, 89.87716674804688, 67.87799072265625, 80.71466827392578, 103.5829925537109, 118.7688369750977, 89.96885681152344, 91.28326416015625, 104.7268218994141, 118.0638580322266, 92.75720977783203, 90.22052764892578, 59.14026641845703, 106.6524887084961, 94.65296936035156, 104.8801116943359, 62.20232391357422, 95.88567352294922, 85.08980560302734, 89.20548248291016, 111.9708862304688, 91.35519409179688, 89.45465850830078, 102.4127883911133, 83.735595703125, 82.89774322509766, 61.69599914550781, 88.81851196289062, 82.92935943603516, 94.25721740722656, 79.73526763916016]"
color,red
