name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[39416.81478338195, 21554.85535808334, 30175.660275846174, 16447.664426709336, 35331.6753718993, 29583.941482268026, 43952.14227443234, 43160.5200506263, 22517.988991735037, 5492.032189640517, 20422.524621749017, 36140.01057218903, 38549.50963302721, 35201.30878151873, 33517.819383451984, 24387.488937846803, 5562.073046885545, 7734.213633768204, 49962.56827435591, 35827.87366076424, 6766.506942127162, 30590.840480502295, 29917.96471251861, 32209.510151515173, 42999.004147639345, 41463.31339557253, 24102.785301380885, 24452.066471230763, 33571.29643517421, 4023.309195695515, 31374.149411535567, 12698.761425207611, 30711.63430063705, 7824.171879084291]"
elevation,"[95.55870056152344, 91.22756958007812, 74.22607421875, 75.49977111816406, 86.0000228881836, 66.13233184814453, 66.79484558105469, 84.08094787597656, 60.28864288330078, 70.72908020019531, 92.28984832763672, 104.0244674682617, 85.79597473144531, 68.21835327148438, 81.31718444824219, 98.97831726074219, 73.69631958007812, 83.06501007080078, 125.5187911987305, 91.85712432861328, 97.52143096923828, 101.4325485229492, 107.6491928100586, 106.0748977661133, 97.69739532470703, 60.97800064086914, 85.15705871582031, 114.7867431640625, 91.11550903320312, 89.46597290039062, 117.0912399291992, 61.08929824829102, 82.83323669433594, 101.4261703491211, 77.0042953491211, 103.9307861328125, 102.4877624511719, 107.0729293823242, 93.05990600585938, 96.42949676513672, 84.19660186767578, 83.68351745605469, 69.18778228759766, 82.28430938720703, 69.02556610107422, 75.49977111816406, 63.8621711730957, 82.24579620361328, 84.49446868896484]"
color,blue
