name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[30609.394839885077, 31159.069269255488, 2266.1969752679556, 27025.43237358133, 14516.473149793734, 12307.881332326531, 28449.61798178077, 25365.349553553402, 37696.193877653655, 32628.426872058593, 50323.44082780944, 31886.80653907309, 28142.67310640424, 36451.877773910404, 29629.496672876496, 7586.612665577095, 0.0, 8794.682515410846, 23032.532602722553, 31738.718918491817, 10705.601146094732, 26950.512163028034, 20857.09871064696, 24458.360242789124, 47359.12123513573, 33708.16207970979, 31593.941684088513, 20005.498328701236, 6808.876352134582, 39303.734058602844, 30637.922759391702, 49430.008745029925, 31258.066680660333, 31043.26701137913, 2331.504952387034, 27790.130029420845, 3791.315973366992]"
elevation,"[77.65879821777344, 102.4877624511719, 75.87274932861328, 116.5338745117188, 95.83541870117188, 105.3000946044922, 92.75720977783203, 121.39501953125, 75.76913452148438, 70.6024169921875, 115.0967712402344, 122.349967956543, 84.57763671875, 98.22198486328125, 70.28646850585938, 64.4141845703125, 93.00993347167969, 94.06873321533203, 78.58343505859375, 115.2625122070312, 116.1225814819336, 117.3570098876953, 102.3653793334961, 83.4349136352539, 84.6922378540039, 66.01914978027344, 104.2434463500977, 88.23526763916016, 60.78111267089844, 90.80284118652344, 71.22901916503906, 94.39983367919922, 86.331787109375, 114.7867431640625, 73.67526245117188, 59.15644454956055, 81.2681884765625, 91.29273986816406, 65.8128890991211, 67.76902770996094, 87.56008911132812, 90.185302734375, 97.19723510742188, 111.0401153564453, 77.000244140625, 117.5023651123047, 101.4397888183594, 116.4461135864258, 79.0503921508789, 77.0042953491211, 75.13184356689453, 108.8839797973633, 111.9920654296875, 103.6523056030273, 95.2966537475586, 85.29966735839844, 92.23977661132812, 62.56337356567383, 91.90907287597656, 68.08472442626953]"
color,red
