name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[4104.335622809704, 36607.04219851777, 36024.8081756773, 25503.425540060478, 3891.3276655345253, 40164.862987951026, 37733.899855566066, 30286.153474164792, 41466.63762417125, 22708.646617625964, 26244.423272283544, 9534.863859491483, 29923.201781622032, 29536.82965527825, 27417.184873681123, 30337.202828579244, 30545.08156485186, 31734.9261541076, 3868.6723344654747, 27528.931525895696, 34347.88728077149, 35431.47971404707, 30965.761637463223, 33965.596313212984, 11102.107471908404, 12036.309733501235, 0.0, 25749.890283720775, 22323.8168210801, 16664.331634000286, 12702.402263864848, 43926.99479008165, 34759.28217222535, 37590.66950235861, 25564.23477604951, 5074.070699527626, 20276.707293851636]"
elevation,"[91.59076690673828, 100.7399749755859, 92.57317352294922, 97.09577178955078, 65.4473648071289, 104.2414093017578, 90.46481323242188, 60.37099838256836, 112.7097396850586, 79.51825714111328, 94.60867309570312, 80.37606811523438, 89.94309997558594, 108.8746109008789, 100.7717971801758, 86.62735748291016, 67.16410064697266, 109.5592575073242, 80.20687866210938, 103.2081832885742, 86.72410583496094, 104.2963333129883, 67.53544616699219, 91.68099212646484, 82.75825500488281, 85.08980560302734, 91.29273986816406, 67.69052124023438, 114.7867431640625, 112.7855834960938, 83.46681213378906, 102.7099075317383, 94.02728271484375, 116.5338745117188, 88.1078872680664, 79.01107788085938, 75.49977111816406, 100.8725280761719, 97.52143096923828, 85.88858795166016, 88.39347839355469, 68.08472442626953, 101.4325485229492, 76.54216003417969, 81.2681884765625, 85.6299057006836, 90.32752990722656, 120.1431579589844, 64.25841522216797, 67.77632904052734, 80.71588134765625, 111.3246078491211, 79.913818359375, 65.65341186523438, 89.87957000732422, 87.44390869140625, 92.15802001953125, 78.9531478881836, 111.29443359375, 124.8601760864258]"
color,red
