name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[32023.09836245077, 17029.087929835663, 18901.171858823192, 1.4106584353514628, 16586.53132252607, 21811.902394966368, 29244.407050378086, 36536.85567302423, 29374.58643629178, 27950.0691982785, 34372.00146274871, 23226.145301543507, 43054.53969441933, 6640.833744660865, 31629.425045411746, 13001.514490285821, 1.589341564648537, 31804.155554400815, 31953.091778741065, 36533.44282959379, 38605.79675242257, 36292.457664533176, 31523.41555940895, 23075.308471450586, 28986.767189106315, 39344.5724128781, 42087.93876417605, 40465.06525125501, 20354.48909860743, 15916.657951687184, 7781.127131207748, 23807.37249384191, 26463.737556846827, 6173.636149478036, 19372.069468049198, 41041.78584469886, 4675.942111971733]"
elevation,"[87.12953186035156, 101.8778839111328, 64.4806900024414, 121.7509536743164, 67.24932861328125, 86.11946868896484, 87.39773559570312, 88.81851196289062, 63.56193161010742, 67.55775451660156, 120.3108215332031, 88.90335845947266, 119.8964996337891, 82.83323669433594, 69.02556610107422, 115.2692184448242, 106.6243438720703, 84.20521545410156, 78.59162139892578, 77.75450134277344, 119.0299377441406, 71.39663696289062, 111.974365234375, 101.3294448852539, 72.67845916748047, 91.05177307128906, 62.55620956420898, 78.59162139892578, 98.01853942871094, 69.97055053710938, 79.16568756103516, 89.96885681152344, 85.07173919677734, 92.76241302490234, 75.27442932128906, 110.0476760864258, 85.8433609008789, 99.0531005859375, 65.6411361694336, 63.71901321411133, 103.2393646240234, 94.9385757446289, 93.31404876708984, 75.36957550048828, 92.81430053710938, 81.51315307617188, 69.28287506103516, 83.68170928955078, 97.26167297363281, 89.66757202148438, 98.57266235351562, 89.45465850830078, 86.1666259765625, 103.9307861328125, 69.25362396240234, 90.50725555419922, 96.11309051513672, 66.3487548828125, 83.4950942993164, 114.0691833496094]"
color,red
