name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[27386.590127529562, 3978.938571642196, 43346.184890719545, 30666.585000716586, 40649.418978152135, 42816.282437650494, 16825.8805133046, 23085.766204900745, 49213.38412078909, 1562.4139958308374, 28940.65728287786, 14136.672533354162, 26830.548109644726, 32504.853545749924, 28106.79065390731, 31674.253600506014, 38263.30727747022, 36544.76818560386, 30324.626233973573, 23503.722461746678, 30472.26922440318, 33763.1511501912, 15756.343228225433, 34199.77145774688, 44477.21006737522, 2361.6360603463622, 11163.081792286594, 30314.77403235079, 34991.88833310494, 2314.363939653638, 12856.7849712317, 34775.619962709825, 35521.59640072218, 34313.86465358196]"
elevation,"[82.25117492675781, 70.6024169921875, 63.27487182617188, 88.39347839355469, 87.86897277832031, 68.71366882324219, 71.67915344238281, 96.1438980102539, 101.4397888183594, 102.8187408447266, 85.59351348876953, 92.76241302490234, 96.1438980102539, 128.3880004882812, 98.22198486328125, 67.7415542602539, 66.4934310913086, 103.2384567260742, 102.4127883911133, 95.15796661376953, 102.7527542114258, 92.36569213867188, 116.4461135864258, 111.2744293212891, 65.71589660644531, 79.97019958496094, 98.96946716308594, 119.5057220458984, 107.6625366210938, 90.25759887695312, 87.5692367553711, 83.96111297607422, 74.54058837890625, 81.54788970947266, 66.87445068359375, 83.06501007080078, 70.98603057861328, 82.93426513671875, 91.18125915527344, 78.90825653076172, 67.42252349853516, 100.1670227050781, 87.61936950683594, 102.7099075317383, 66.30252838134766, 93.63636779785156, 82.48788452148438, 86.4900131225586, 95.55870056152344]"
color,blue
