name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[14722.779916994996, 23178.310509250354, 28665.115381254916, 27794.34652302912, 3866.658095270538, 32765.101404387533, 5304.232772565478, 20975.64050275497, 14112.877976420741, 28888.650678551952, 29997.743796441482, 37540.29502794928, 9692.631379305978, 3889.7949303875957, 24426.843561157573, 29285.4195123189, 31736.848402757612, 36209.06593311197, 36368.95228162467, 21240.19794672556, 24704.841302005654, 35153.81037454686, 35960.46456300507, 30559.128194779707, 32415.86756238283, 34079.89327759997, 41111.981008208146, 25338.777880592374, 38943.74446865629, 42766.31953104734, 13803.573970975185, 0.0, 23235.492189965287, 10743.010936317609, 29138.986275849522, 32793.05045427989, 16233.55147752709]"
elevation,"[86.09281158447266, 105.1806640625, 98.97199249267578, 89.60098266601562, 117.4490051269531, 83.68170928955078, 81.9265365600586, 81.3707504272461, 85.59351348876953, 76.38729858398438, 90.39002990722656, 117.6956176757812, 109.8981399536133, 105.3929977416992, 83.6648941040039, 88.23526763916016, 81.6485366821289, 109.7989501953125, 70.01312255859375, 106.6243438720703, 77.38270568847656, 101.7042770385742, 108.3595886230469, 88.29422760009766, 101.7726287841797, 108.0233840942383, 77.38270568847656, 66.702880859375, 74.22607421875, 105.4298095703125, 119.9281463623047, 89.54976654052734, 103.5478591918945, 107.2844390869141, 83.6648941040039, 90.59268951416016, 80.55965423583984, 83.00128173828125, 85.51821899414062, 104.5447616577148, 91.50196838378906, 92.00981903076172, 95.84901428222656, 96.92265319824219, 76.60009765625, 94.25721740722656, 88.45304107666016, 79.24876403808594, 93.89424133300781, 98.22198486328125, 88.03595733642578, 119.601203918457, 86.79325866699219, 68.46467590332031, 67.90132904052734, 70.9027099609375, 87.31314086914062, 89.187255859375, 91.35409545898438, 66.3487548828125]"
color,red
