name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[26027.114576974633, 15209.186762576846, 40486.89478038903, 2366.448152124177, 35557.019282028894, 30704.142588474617, 3827.060144328153, 13526.207337543225, 40070.612561600086, 37303.84500405748, 27092.05667143614, 27969.273726281845, 47028.45532573832, 28029.059235572026, 29152.202300575635, 38362.98252622488, 31967.941712201584, 32568.047754929674, 9490.63804562871, 20074.940049860677, 20727.16951621023, 25288.84024334392, 19776.81347863148, 34638.415811945466, 41912.30847700502, 40979.829022431455, 44047.34391806156, 36309.17342050402, 38868.10528128438, 33286.845316116014, 1.4944673750209512, 0.0, 29452.939322863072, 25540.59318568173]"
elevation,"[96.5937728881836, 71.39663696289062, 65.17310333251953, 86.50165557861328, 112.1596374511719, 109.8766403198242, 85.67959594726562, 81.1065444946289, 74.56961059570312, 89.48521423339844, 94.65296936035156, 73.07769012451172, 70.28646850585938, 101.5923843383789, 88.46910858154297, 108.3080444335938, 101.7583465576172, 96.42949676513672, 66.23665618896484, 119.5057220458984, 77.09346008300781, 68.17748260498047, 66.3487548828125, 108.2898712158203, 93.31428527832031, 72.87556457519531, 89.7790756225586, 73.65798950195312, 80.11135864257812, 72.09932708740234, 93.50498962402344, 85.17244720458984, 87.01199340820312, 96.11309051513672, 70.86739349365234, 103.3038558959961, 73.9028549194336, 63.56193161010742, 79.24876403808594, 76.2518081665039, 111.9708862304688, 98.97831726074219, 94.60116577148438, 89.03038787841797, 107.7352676391602, 64.63065338134766, 63.9869270324707, 69.25362396240234, 73.2950210571289]"
color,blue
