name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[32975.99456945852, 12074.678691362713, 30483.42725750043, 34283.658175623386, 36329.97808876935, 2390.634627526988, 35346.01342608164, 21361.4745862891, 3813.3696694188, 0.0, 26862.76865916593, 17192.188489021064, 24479.98160386222, 41865.87151945246, 24275.34134026276, 9340.565134197057, 46979.88967568762, 9310.750130810166, 41482.01258571554, 26058.09829097871, 25997.226247202634, 29940.42269788949, 36980.01116379263, 22867.072249829005, 38264.65024988557, 16038.746727876507, 27019.637884768108, 46061.17032676211, 2036.9664744141844, 24136.55847440885, 36013.12482339921, 23216.420768511754, 38890.24847894183, 2316.0725398670393, 33517.35868090324, 30973.160907470752, 16468.454782892633]"
elevation,"[80.2911605834961, 66.17786407470703, 93.2017822265625, 96.28759002685547, 128.5739288330078, 62.47897720336914, 78.88414764404297, 84.60513305664062, 122.349967956543, 61.32424545288086, 127.2150802612305, 98.78909301757812, 103.09130859375, 101.3498840332031, 80.22650146484375, 92.62155151367188, 93.3321533203125, 66.66173553466797, 81.6485366821289, 117.508903503418, 94.03607177734375, 65.17310333251953, 85.8685073852539, 89.8248519897461, 79.06867218017578, 123.606086730957, 119.601203918457, 83.81761169433594, 67.16410064697266, 78.88414764404297, 82.93426513671875, 98.6417465209961, 63.89156341552734, 74.54058837890625, 93.23606872558594, 73.2457046508789, 112.7855834960938, 98.13143920898438, 90.55870819091797, 115.4630508422852, 60.56321716308594, 73.65798950195312, 87.01199340820312, 95.33393096923828, 91.290771484375, 90.63846588134766, 93.55643463134766, 116.9955062866211, 94.33367156982422, 75.9665298461914, 94.25721740722656, 70.08653259277344, 83.41923522949219, 85.6441421508789, 78.84528350830078, 89.87957000732422, 62.51423263549805, 116.3335494995117, 94.07455444335938, 85.35872650146484]"
color,red
