name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[24581.336052944822, 0.0, 36144.49082924593, 11038.260573057265, 33007.72026529, 11308.106099725232, 29195.12055525004, 17439.188889064957, 29747.780412948698, 35427.68145217573, 20589.396474191406, 28663.764715575187, 33122.74685925023, 41247.45307812455, 6718.410747808131, 50051.7046712291, 35935.55270180444, 39015.57489478424, 28109.081775442653, 31195.295936081966, 21809.650187476833, 45804.88148779881, 38677.715663641895, 31222.784589864543, 22947.77709730617, 26447.792425359497, 2253.4122077896027, 24878.76355432605, 42701.33146864895, 32237.408035511176, 40631.77508833343, 27509.822851453944, 3930.357626828518, 24051.86073166602]"
elevation,"[92.87651824951172, 64.80397033691406, 123.4302520751953, 94.02728271484375, 96.69680786132812, 88.6154556274414, 97.41249084472656, 85.48336029052734, 103.1508483886719, 72.2172622680664, 92.79524993896484, 84.99120330810547, 102.2091522216797, 80.31481170654297, 96.85052490234375, 86.61162567138672, 64.8208236694336, 88.10594177246094, 77.88645935058594, 79.16568756103516, 97.17274475097656, 83.00128173828125, 60.77999877929688, 76.88751983642578, 94.03607177734375, 73.14799499511719, 89.8248519897461, 108.2659912109375, 104.1343002319336, 64.46524810791016, 110.9820785522461, 89.87716674804688, 102.7527542114258, 80.11135864257812, 83.49455261230469, 76.99053955078125, 99.98003387451172, 97.11434936523438, 94.82107543945312, 77.65879821777344, 93.76292419433594, 62.64648056030273, 74.3093490600586, 114.7867431640625, 85.55772399902344, 103.2796783447266, 91.90907287597656, 60.40043640136719, 76.51537322998047]"
color,blue
