name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[31092.302049037997, 9580.858208994254, 30296.578312933132, 37840.656050687765, 24582.584427815906, 23826.27895960592, 25635.414164964375, 33136.546263506796, 23347.22124735411, 33534.54187416208, 37192.08784478068, 33051.94961107632, 37317.89919780843, 38952.13670912273, 14186.520840478697, 9204.495952517427, 22817.385635560044, 31002.32723345593, 35019.47381285403, 33016.67901300138, 26239.817363995047, 30486.700513419335, 22125.237181169414, 35788.426260735025, 18782.63294315237, 7814.137084128804, 34520.208649977976, 28596.613148968263, 24432.95146807654, 2241.7592582057987, 38948.93802589575, 27813.817390975208, 20996.030878049023, 44222.79242353345]"
elevation,"[78.6378173828125, 89.45465850830078, 71.34111785888672, 82.246826171875, 93.63636779785156, 92.74105072021484, 126.5123291015625, 103.1508483886719, 109.9589157104492, 119.5908432006836, 67.32140350341797, 102.2849349975586, 116.4461135864258, 83.67630004882812, 96.98973846435547, 92.32747650146484, 104.8801116943359, 76.37033081054688, 96.58848571777344, 91.5968246459961, 103.5356521606445, 73.2715835571289, 89.7608642578125, 73.4939956665039, 86.61162567138672, 115.4630508422852, 80.15778350830078, 77.38270568847656, 102.7336273193359, 77.08544921875, 95.88113403320312, 76.42375183105469, 85.43379974365234, 100.879150390625, 109.041748046875, 94.4058609008789, 85.17244720458984, 90.71480560302734, 98.52017974853516, 82.12960052490234, 121.0952377319336, 75.61711883544922, 76.54216003417969, 115.5499114990234, 63.39243698120117, 89.20548248291016, 83.96570587158203, 75.27442932128906, 98.57266235351562]"
color,blue
