name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[11686.171375484697, 16492.604041674716, 31593.288340128704, 42624.36998836703, 36349.144102975, 7880.470450012963, 32777.1631823584, 29644.41469689475, 21589.585475549135, 29269.15236396763, 48967.565391100405, 4801.692847262644, 23653.309581652597, 30962.563587652883, 26734.286380544585, 27769.44570793589, 18399.818248450916, 6569.9507056583625, 13500.42424437037, 17472.96081785421, 2329.1113145648023, 44555.70078823285, 11361.72373339101, 11467.91493278456, 28656.524788894476, 28410.813691462557, 14188.75402808867, 33802.76051095882, 29550.867640789023, 45338.16662106418, 25777.6128658418, 19226.201184751146, 28858.62497992334, 31691.5244072785, 40612.05921280493, 25923.98635080188, 27153.271418471584]"
elevation,"[60.38272857666016, 66.0837631225586, 76.60009765625, 104.8473205566406, 80.31481170654297, 120.8641815185547, 60.35152053833008, 109.162841796875, 109.5356674194336, 109.0270080566406, 87.40994262695312, 91.59076690673828, 83.67630004882812, 104.7316818237305, 88.9691390991211, 78.84528350830078, 87.97493743896484, 96.02345275878906, 105.0553512573242, 121.3223190307617, 64.40406036376953, 80.59698486328125, 80.37606811523438, 92.41423034667969, 59.2803955078125, 68, 86.56298828125, 101.5923843383789, 91.1485366821289, 95.3828125, 77.07868957519531, 66.03849792480469, 85.6299057006836, 110.0476760864258, 115.5499114990234, 89.8248519897461, 97.11541748046875, 85.91865539550781, 72.78966522216797, 111.7689056396484, 104.5109100341797, 114.4605178833008, 83.68351745605469, 67.77632904052734, 96.85052490234375, 107.6487274169922, 90.59268951416016, 84.81912994384766, 87.07022094726562, 118.000114440918, 83.42991638183594, 95.15796661376953, 111.2744293212891, 93.01373291015625, 92.91754150390625, 95.34043884277344, 76.37033081054688, 91.22042083740234, 92.50637817382812, 103.8149032592773]"
color,red
