name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[29830.100760675905, 33121.560656294234, 38239.17120756972, 16686.416121420672, 30894.178295698577, 2428.994095082982, 8978.619921648531, 12657.98858221761, 9501.264114028665, 21904.965445607246, 34030.04574175788, 24851.211538021125, 24488.752197371057, 34831.33823089537, 30621.05994983971, 26622.66778012939, 29648.44310926539, 31613.160211824612, 30099.984159117437, 31800.209094782444, 20909.91638317056, 3851.7710633965917, 25072.09408719679, 34832.55760820366, 24015.19855176184, 30866.08820913382, 28195.73525035126, 24419.000833124872, 41438.41965187186, 18269.864412862546, 7978.031545327336, 30871.10635046453, 38891.33215250091, 42110.19048765779, 34842.66792912572, 18229.894270601322, 0.0]"
elevation,"[75.9875717163086, 114.5426864624023, 91.05177307128906, 79.84980773925781, 85.48197937011719, 67.19499969482422, 108.2681121826172, 65.15223693847656, 91.06172180175781, 82.36202239990234, 112.4518051147461, 88.23526763916016, 79.24876403808594, 88.10594177246094, 91.70486450195312, 74.43769073486328, 93.66350555419922, 89.71532440185547, 67.7752685546875, 67.10596466064453, 89.96885681152344, 89.45465850830078, 64.65819549560547, 73.81196594238281, 75.87274932861328, 95.34043884277344, 97.26223754882812, 104.5447616577148, 70.01312255859375, 67.9112777709961, 88.81851196289062, 72.71746063232422, 121.922607421875, 85.44506072998047, 101.4721221923828, 99.04304504394531, 88.10702514648438, 95.41059112548828, 110.6545028686523, 103.2796783447266, 87.97493743896484, 85.6299057006836, 97.85739135742188, 81.3707504272461, 69.02556610107422, 99.1113510131836, 81.47795104980469, 85.35872650146484, 109.2554931640625, 87.75762939453125, 91.22756958007812, 91.07538604736328, 99.3897933959961, 93.64939880371094, 90.02320861816406, 91.22042083740234, 103.3893280029297, 70.28646850585938, 64.6692123413086, 63.60986709594727]"
color,red
