name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[35243.529666209135, 39219.19887711697, 10113.804360521533, 28760.710202567825, 34684.53734743969, 26224.754448609, 5225.70664259143, 11432.336565195666, 34620.111583074395, 42995.35371671877, 30147.856782378673, 37514.15081275542, 41398.307396750315, 41143.22198731394, 2265.299748167395, 32480.281301349536, 19909.588682224934, 45218.068973861424, 9830.984524286803, 6553.90519850903, 27112.614447463842, 39870.116109444665, 38677.25243401652, 17731.30757463516, 30199.356883984645, 33119.76033512954, 34188.0661882211, 27176.853413280936, 3752.291305169453, 41469.97995828557, 25998.911732217057, 7509.016006119555, 37853.69578512839, 28003.06900926169]"
elevation,"[79.65473937988281, 103.7349700927734, 114.6575698852539, 109.4736404418945, 95.39372253417969, 64.00801086425781, 86.39519500732422, 93.09059143066406, 98.3543472290039, 60.27967834472656, 71.67915344238281, 82.93426513671875, 83.12641143798828, 109.9589157104492, 77.95928192138672, 110.9820785522461, 72.90147399902344, 65.82487487792969, 106.6128234863281, 116.1438598632812, 90.80284118652344, 82.96063232421875, 109.8369750976562, 65.1242904663086, 85.2865219116211, 69.50276947021484, 84.95313262939453, 84.35416412353516, 74.43769073486328, 68.88689422607422, 93.77584838867188, 103.8149032592773, 98.22630310058594, 86.2614974975586, 115.4647674560547, 87.00989532470703, 91.06510162353516, 89.20548248291016, 90.185302734375, 83.06501007080078, 92.76241302490234, 70.02952575683594, 102.4352569580078, 67.173095703125, 90.25759887695312, 83, 126.6624069213867, 103.5829925537109, 74.5992660522461]"
color,blue
