name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[33440.15911109018, 38450.7422152935, 12884.073782142827, 26282.40576233538, 28207.946999576703, 26655.941091566237, 17969.136824511534, 34799.68768973317, 33394.162080257134, 28749.51965701884, 25677.873719221767, 22953.084144312797, 37892.25608191762, 24803.480391825055, 14351.492493466938, 23002.451733440237, 32654.197025295056, 47522.16881395165, 29382.04491890991, 34266.17580858274, 47794.37357530168, 14167.86603310301, 30990.72190433829, 21180.78858340227, 27048.14202891839, 20618.76024058011, 30268.810881268844, 11339.675412396398, 8039.56211709213, 25483.70167689412, 17840.361077155594, 32855.053503475334, 32836.121544418886, 33841.06107720569]"
elevation,"[105.7850494384766, 107.0474014282227, 80.20687866210938, 98.22630310058594, 87.64997863769531, 101.2427291870117, 84.51054382324219, 74.22607421875, 86.0000228881836, 80.46858978271484, 95.58931732177734, 93.6112289428711, 104.4978561401367, 85.27742004394531, 70.89645385742188, 94.19943237304688, 96.03089141845703, 114.7558059692383, 87.81790161132812, 103.4373397827148, 91.290771484375, 97.4975814819336, 114.7867431640625, 85.55772399902344, 84.17547607421875, 98.5074691772461, 98.50931549072266, 82.72358703613281, 75.84325408935547, 64.17807006835938, 116.5338745117188, 79.24876403808594, 84.03461456298828, 85.4403076171875, 81.31718444824219, 101.4261703491211, 85.4169921875, 87.01199340820312, 98.96946716308594, 104.1696701049805, 80.68321990966797, 92.50637817382812, 104.6227951049805, 84.88230895996094, 86.7522964477539, 99.40971374511719, 79.91336822509766, 103.1508483886719, 89.03038787841797]"
color,blue
