name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[5662.282795991098, 24394.130894810794, 16916.3936784619, 27381.18815098248, 16638.211770633618, 21652.350169580066, 25625.569563757857, 27730.524530132618, 22739.22372140964, 24547.712950443492, 32613.8148480577, 17196.3821365489, 18391.009272664283, 32657.91605010541, 22803.215382253893, 17030.061902476933, 37873.16861085852, 22281.319866245016, 19071.661695100804, 34193.745919721696, 30471.54166105529, 29593.668026496583, 35651.71618843584, 16457.859437497686, 10533.991921866073, 29464.01776226082, 26707.720168988257, 24266.222339689313, 30909.087799376517, 26362.968504546716, 33833.405815318176, 29258.53347717473, 36190.743198504795, 16150.868206703379, 30663.517866602273, 24672.227506658517, 29056.02620858832]"
elevation,"[78.90735626220703, 101.3294448852539, 60.33010101318359, 66.59288787841797, 93.05990600585938, 88.8159408569336, 117.4490051269531, 94.55256652832031, 66.8279037475586, 92.57317352294922, 105.6915054321289, 67.54402923583984, 70.01312255859375, 93.55643463134766, 99.1776351928711, 88.31633758544922, 86.35951232910156, 96.85052490234375, 103.9628524780273, 97.52717590332031, 92.37422943115234, 66.66173553466797, 65.61852264404297, 66.3740005493164, 89.7608642578125, 97.07615661621094, 86.9661865234375, 96.41493225097656, 88.3414306640625, 109.041748046875, 115.3343734741211, 94.5521240234375, 88.36351776123047, 92.22705078125, 98.1491470336914, 115.6469573974609, 74.83297729492188, 102.4127883911133, 131.7491302490234, 91.97647094726562, 94.30270385742188, 60.87799835205078, 97.6833724975586, 87.00989532470703, 84.3501968383789, 111.2744293212891, 60.78111267089844, 106.3580093383789, 100.6822891235352, 109.238410949707, 60.97800064086914, 74.16612243652344, 107.3406066894531, 93.05990600585938, 70.14896392822266, 79.0503921508789, 95.73929595947266, 83.52357482910156, 77.61299896240234, 104.3221435546875]"
color,red
