name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[37511.36420329667, 30710.20907209188, 37590.20081809116, 12293.699272290603, 12641.643147988392, 37580.02892625698, 20763.238447191834, 5112.132910210701, 32688.90175095522, 11465.888505830704, 22498.97541248598, 40942.5653747209, 33616.2033080073, 36883.74403093303, 36306.16171499604, 26401.067970945885, 32711.22598314463, 10625.778552438216, 7951.278657967519, 8343.015850406922, 35554.51996658701, 27483.52402541299, 29472.4104141894, 46215.90262446253, 36082.438989952374, 39653.322959203164, 21099.92177121763, 48792.77382835033, 17318.62321437442, 9452.03197636276, 34999.83058499368, 39665.13020858485, 22493.241799948493, 24723.003726109837]"
elevation,"[78.9531478881836, 59.15644454956055, 86.6534194946289, 99.98003387451172, 105.3929977416992, 66.30252838134766, 65.16852569580078, 102.7099075317383, 109.9589157104492, 110.6545028686523, 72.3897705078125, 92.04959869384766, 88.33000946044922, 70.4090347290039, 94.85942840576172, 89.00395202636719, 103.6523056030273, 84.25140380859375, 64.49256134033203, 66.35924530029297, 88.46910858154297, 122.1449432373047, 64.94094848632812, 72.75167083740234, 98.6417465209961, 106.0748977661133, 86.79325866699219, 94.07455444335938, 84.92940521240234, 73.9028549194336, 85.29966735839844, 112.4518051147461, 121.7749099731445, 116.4722290039062, 92.55424499511719, 81.75701141357422, 116.0312805175781, 85.35872650146484, 106.4785308837891, 112.1284790039062, 73.14075469970703, 113.3185806274414, 95.34043884277344, 97.90214538574219, 83.06047058105469, 84.35416412353516, 93.55643463134766, 91.93940734863281, 104.7268218994141]"
color,blue
