name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[36236.63068961044, 34428.79195333391, 12919.843030365428, 37160.37748500632, 33166.207629090684, 25666.1730444315, 2306.7757030294374, 33077.78794088615, 3923.7729366143967, 30092.700198388993, 33332.81456178498, 30644.51646209885, 39217.45132392434, 35632.17239021841, 32650.520463036595, 42734.43451125875, 18695.855083973966, 3391.1668773196443, 9448.437170205476, 45089.427750042065, 39475.92008741824, 37480.324435964605, 1873.4887491228358, 11795.216814419266, 25843.808510630937, 18527.94255408756, 34760.947988156826, 41737.3033292961, 29801.53208909572, 23124.638771966795, 30426.91548751109, 32000.77830888621, 22591.637639465414, 38387.68802935805]"
elevation,"[61.82300186157227, 106.806510925293, 85.44506072998047, 79.06867218017578, 93.71015167236328, 94.33253479003906, 96.92265319824219, 121.6764678955078, 109.0232696533203, 91.80752563476562, 97.11434936523438, 92.67051696777344, 89.01040649414062, 85.23001098632812, 90.93717956542969, 81.1453857421875, 85.96690368652344, 96.90345001220703, 112.7855834960938, 75.36957550048828, 101.5310897827148, 64.49210357666016, 110.4968948364258, 66.95001983642578, 90.2303237915039, 104.3544540405273, 91.32209777832031, 92.75720977783203, 87.5692367553711, 103.3249435424805, 89.87957000732422, 117.2580795288086, 59.35100173950195, 91.42215728759766, 101.4261703491211, 106.6128234863281, 72.75167083740234, 64.46524810791016, 88.81851196289062, 85.6299057006836, 100.9837036132812, 90.22052764892578, 98.22630310058594, 88.22391510009766, 89.02945709228516, 123.606086730957, 71.22901916503906, 113.3852157592773, 107.6491928100586]"
color,blue
