name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[30820.449264740917, 22682.73790012849, 26626.36903522478, 25727.15521941141, 28175.755278138135, 22632.71990196411, 2559.28539208065, 38637.42973168516, 31988.99954656169, 37571.02347535714, 12710.786408188018, 7781.460977633329, 23888.6582355825, 32568.947129556735, 33506.77438668979, 0.0, 25372.233363321615, 20053.954300274112, 11237.702988487072, 35015.35656151831, 38684.35830207656, 13130.011619432278, 18900.84558709306, 22251.227016974393, 33876.817366152034, 33827.450908946375, 38092.39028269002, 35909.90138830983, 12021.723871768558, 26572.219446022882, 36393.90232777478, 22855.28009803589, 32199.045538545877, 35561.29720727303, 5250.39549900935, 27151.97919847168, 25407.355244879454]"
elevation,"[106.8059844970703, 67.06400299072266, 81.1065444946289, 101.7506561279297, 101.948616027832, 79.66846466064453, 92.37422943115234, 89.90113067626953, 103.865608215332, 100.0599517822266, 66.30252838134766, 65.99955749511719, 85.01990509033203, 94.0855484008789, 63.88666152954102, 103.8149032592773, 66.87445068359375, 96.57777404785156, 95.8416519165039, 103.76513671875, 111.9920654296875, 65.40998840332031, 118.0935897827148, 92.74910736083984, 96.89311981201172, 69.18778228759766, 82.24579620361328, 91.80752563476562, 103.5356521606445, 60.40043640136719, 85.27742004394531, 83.69719696044922, 78.47431182861328, 65.51004028320312, 86.61627197265625, 123.0198974609375, 96.4727783203125, 94.39983367919922, 63.5859260559082, 81.33153533935547, 73.2715835571289, 91.24359893798828, 71.45431518554688, 111.2744293212891, 80.06382751464844, 111.0136337280273, 122.5401229858398, 94.07455444335938, 87.00989532470703, 98.08709716796875, 89.46597290039062, 80.46061706542969, 91.29273986816406, 100.879150390625, 103.8149032592773, 80.9740982055664, 113.3185806274414, 62.76974487304688, 59.15644454956055, 70.02952575683594]"
color,red
