name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[0.0, 35471.13319974225, 2334.78424336225, 31618.307615094494, 16269.948606544884, 40942.906334359766, 46797.551340981154, 26933.620534879567, 34515.59442745517, 41789.23752940891, 22685.17385683981, 38345.748906969515, 26256.613252779243, 36359.71687646557, 10174.498195967553, 29694.935668294325, 30249.993138676906, 3854.2462674590042, 35365.87087150786, 23469.25396828771, 7850.631169376144, 42374.73110331015, 15980.392592779763, 11903.133761752864, 22958.58095989753, 9752.095549106101, 40482.20162710921, 22630.322221006478, 26084.323902355794, 40419.839716800125, 33901.65675303412, 20494.880401426617, 11198.926355871039, 26564.8137221191, 30705.896077112273, 4180.852154581371, 27031.58709728537]"
elevation,"[85.15705871582031, 60.27967834472656, 85.27742004394531, 62.38039398193359, 77.35275268554688, 85.79597473144531, 81.02777862548828, 66.30252838134766, 98.57266235351562, 77.32433319091797, 73.14799499511719, 99.0531005859375, 128.3880004882812, 101.7042770385742, 72.4903793334961, 106.806510925293, 82.93426513671875, 109.238410949707, 81.4238052368164, 62.70136642456055, 65.54773712158203, 60.41799926757812, 94.4058609008789, 63.5859260559082, 88.16868591308594, 63.60986709594727, 118.9829940795898, 106.4832229614258, 100.7717971801758, 106.6128234863281, 83.29936981201172, 93.81158447265625, 92.2638931274414, 67.8725357055664, 73.14075469970703, 91.97073364257812, 78.6712417602539, 65.91768646240234, 83.16873931884766, 107.1238021850586, 76.86383056640625, 70.14896392822266, 88.29422760009766, 107.6487274169922, 112.7373046875, 80.94865417480469, 94.76580047607422, 87.01199340820312, 92.34149932861328, 98.97831726074219, 109.1662673950195, 96.19295501708984, 86.331787109375, 81.41751098632812, 89.8248519897461, 81.0790786743164, 92.50637817382812, 97.53785705566406, 66.49698638916016, 118.0935897827148]"
color,red
