name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[24514.453527557398, 30659.74547195726, 29580.4703687007, 30022.769902601023, 34937.02221750854, 27514.377391818554, 4244.886539973899, 30544.40883400748, 32117.827272665658, 29979.175195875792, 26512.55750816608, 26218.71148584734, 37670.9319062724, 15617.362231810373, 22476.15965192673, 21079.05139978223, 31603.35461562372, 35482.63269730835, 45333.39709208605, 22191.396443371996, 4033.834639748624, 37304.21251044702, 25199.94167437733, 30914.38799769929, 40193.956801384, 18463.176832885634, 29419.60044163645, 22675.31065723326, 8936.386116544045, 34639.67597492637, 20256.872687623043, 27667.128032083794, 33406.15319610953, 36232.67068244005]"
elevation,"[118.0605239868164, 88.4196548461914, 79.54296112060547, 94.0855484008789, 107.6491928100586, 94.65553283691406, 68, 79.6001205444336, 66.33639526367188, 98.97831726074219, 95.10535430908203, 78.6712417602539, 94.94644927978516, 59.2803955078125, 88.06868743896484, 94.89147186279297, 91.35519409179688, 84.92940521240234, 80.71588134765625, 73.81196594238281, 88.90335845947266, 64.82194519042969, 97.53785705566406, 91.06510162353516, 104.2414093017578, 87.01199340820312, 84.99120330810547, 110.6545028686523, 78.41989135742188, 90.0855484008789, 81.97993469238281, 102.2494659423828, 121.1611862182617, 114.7867431640625, 75.00651550292969, 61.81560897827148, 86.09281158447266, 61.18299865722656, 85.21012115478516, 89.82820129394531, 69.97055053710938, 104.3544540405273, 101.7726287841797, 64.64051055908203, 79.01107788085938, 105.0865097045898, 103.2384567260742, 95.15846252441406, 96.95501708984375]"
color,blue
