name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[34899.65807366598, 36618.876411889825, 32462.744448100755, 3852.445223484055, 35382.6909038101, 0.0, 36263.64831557604, 40068.0689553128, 22763.01494278099, 7778.06387028698, 30842.667408824047, 20744.787883315184, 26870.35051776274, 28406.908587330698, 30949.837612871397, 11104.029504508846, 24325.49242453062, 32850.758049898555, 20967.01917205462, 25784.491090104697, 29319.479438719765, 16623.40510337844, 29576.006388110476, 43342.48112796816, 33321.12922243891, 32617.838371405367, 22456.015125933864, 35483.561618048945, 38308.81253465768, 34080.88220152998, 32359.188712535324, 39274.37392795296, 6629.034913958667, 31316.23791725255]"
elevation,"[82.75764465332031, 116.938720703125, 95.15846252441406, 127.8253021240234, 86.9661865234375, 76.38729858398438, 100.6822891235352, 67.03428649902344, 100.47607421875, 86.11946868896484, 96.4727783203125, 65.08062744140625, 80.90451049804688, 99.55191040039062, 84.81912994384766, 122.2196655273438, 103.1508483886719, 88.36351776123047, 63.96754837036133, 101.4261703491211, 68.17748260498047, 95.58931732177734, 85.20523834228516, 120.980598449707, 115.4647674560547, 71.5973892211914, 72.77503204345703, 76.99281311035156, 73.62488555908203, 89.96885681152344, 66.19820404052734, 114.8841705322266, 85.96690368652344, 112.4384918212891, 103.8149032592773, 83.04390716552734, 129.0658416748047, 79.73526763916016, 96.95501708984375, 59.17994689941406, 103.5829925537109, 103.09130859375, 89.7608642578125, 91.70486450195312, 88.03595733642578, 102.7099075317383, 97.42848205566406, 104.8188705444336, 70.02952575683594]"
color,blue
