name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[20216.94987427794, 11060.618635474462, 29926.222994284257, 16950.292754299986, 25235.805509320628, 25096.485860204997, 38661.57116940425, 35883.68128881796, 30596.051821456225, 35261.944473208605, 29579.920147255827, 2358.026683379746, 35330.04584086665, 20893.708495136274, 22823.87404262329, 46558.803993998656, 7082.861750553863, 12495.979686155652, 1539.9106892851341, 29295.517383489856, 28578.946244303777, 27886.516866517686, 15774.550176791228, 32905.87915451419, 25585.150692945397, 15152.238735431578, 25014.361639430153, 22851.186228466737, 32441.475569274608, 26214.93722897708, 38961.2258648122, 30700.481619682883, 28697.178063195468, 3862.062627335119, 39124.96909653379, 24043.537063873904, 33001.03003441995]"
elevation,"[84.40918731689453, 72.32855987548828, 67.42252349853516, 95.55870056152344, 100.0599517822266, 93.93919372558594, 109.0743255615234, 76.38729858398438, 116.957893371582, 67.76902770996094, 100.879150390625, 107.6487274169922, 94.07455444335938, 74.01038360595703, 90.10469818115234, 110.4968948364258, 99.51127624511719, 71.56770324707031, 67.4548568725586, 104.7842864990234, 92.76241302490234, 102.7527542114258, 89.87957000732422, 92.50637817382812, 122.0868606567383, 107.7352676391602, 116.3982238769531, 97.85739135742188, 79.73526763916016, 94.63480377197266, 93.31428527832031, 96.69680786132812, 97.41249084472656, 95.39720916748047, 65.72210693359375, 89.8248519897461, 116.7226943969727, 109.7139892578125, 110.0476760864258, 65.08404541015625, 102.600341796875, 64.46672058105469, 70.28646850585938, 111.9920654296875, 115.3343734741211, 62.81902694702148, 111.8048706054688, 89.23214721679688, 118.0605239868164, 71.5973892211914, 103.8149032592773, 77.7435073852539, 71.85655212402344, 82.72358703613281, 94.60116577148438, 82.86235809326172, 62.64648056030273, 94.24008178710938, 78.86040496826172, 74.83297729492188]"
color,red
