name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[30316.70794666949, 38235.1134195002, 23577.32211329914, 27478.77713009496, 35468.3556124692, 18431.022436688665, 40064.22469357299, 26520.327734416558, 2434.554673644861, 27789.6085293016, 30299.56540367154, 33424.269688484834, 14326.65977880644, 12976.240032575311, 34634.29369549269, 30992.59569468559, 12820.06359524284, 30585.470293306757, 38075.84188556145, 8416.773655998415, 42354.54041055507, 39735.52846799064, 42253.71279622347, 27195.907235479637, 36017.563617232154, 22517.616233264464, 32971.85626517878, 25960.626615475183, 27658.54527996134, 1.594077287630212, 27097.65486210405, 9343.040891090483, 37515.95044225686, 40152.07479241669]"
elevation,"[91.31493377685547, 90.99890899658203, 66.87750244140625, 96.26573181152344, 103.8609008789062, 118.0935897827148, 62.17653656005859, 86.62735748291016, 109.6424026489258, 68.57684326171875, 109.0270080566406, 111.9920654296875, 92.28984832763672, 80.20835876464844, 77.96247863769531, 76.60009765625, 96.85052490234375, 90.71480560302734, 70.9027099609375, 91.35519409179688, 102.9988555908203, 93.90033721923828, 118.4951477050781, 63.34224700927734, 83.80098724365234, 90.31078338623047, 83.04390716552734, 68.93024444580078, 66.4613265991211, 74.22607421875, 120.7061996459961, 79.8596420288086, 90.73361206054688, 109.4786911010742, 109.0743255615234, 115.4630508422852, 111.9920654296875, 104.1343002319336, 92.6253433227539, 103.6022872924805, 68.58082580566406, 116.1438598632812, 94.4058609008789, 87.01199340820312, 64.32180786132812, 84.80625915527344, 66.80937194824219, 85.2865219116211, 94.9385757446289]"
color,blue
