name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[11101.81600070906, 26627.950905540885, 38189.139687257964, 30530.61265633905, 27502.676530839977, 21505.707642387923, 37346.063667612405, 27267.20254495734, 32063.78732077837, 29007.918016849024, 27400.255634004305, 42481.398159909826, 35939.76276110458, 21481.591984187475, 27453.492493567166, 30109.69335099379, 30098.607037253634, 0.0, 34565.18825195501, 28897.32484491828, 31591.756330935208, 27963.491340436834, 42984.47222238553, 2333.306185454003, 28622.144714870934, 25754.30381566747, 34385.22889894607, 35863.60868648784, 33873.159523494214, 23005.90097305188, 3903.4856045404185, 30132.874778291636, 33347.54595818938, 14312.531476082535]"
elevation,"[116.3335494995117, 60.01370620727539, 67.71721649169922, 67.1818618774414, 64.76193237304688, 116.8678817749023, 111.6268844604492, 76.72977447509766, 92.95405578613281, 101.7042770385742, 118.0829086303711, 71.02921295166016, 59.15644454956055, 84.99120330810547, 90.2303237915039, 89.60098266601562, 89.01040649414062, 85.48197937011719, 102.7336273193359, 116.9955062866211, 85.37150573730469, 88.79154968261719, 77.75450134277344, 119.5723495483398, 73.14075469970703, 75.14202880859375, 104.1343002319336, 97.6833724975586, 92.50637817382812, 102.3695297241211, 84.99120330810547, 112.5830841064453, 64.18013763427734, 89.87716674804688, 77.32433319091797, 75.31266784667969, 59.15644454956055, 106.6128234863281, 66.23665618896484, 80.91004943847656, 89.90113067626953, 73.4939956665039, 95.08194732666016, 90.94251251220703, 103.3734588623047, 68.16402435302734, 89.20548248291016, 87.44390869140625, 91.06172180175781]"
color,blue
