name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[2387.6724300094056, 9985.299328969597, 14812.261950830867, 33357.64490136539, 17115.885035145388, 33699.81848505704, 14250.68550587721, 22570.855528615833, 34781.09707954873, 18271.3219024294, 31120.996599723916, 26349.5867692232, 34613.20650775036, 31652.425261288106, 10498.098662019505, 32230.33571850211, 38568.468404615254, 36816.156467702705, 27396.009152953764, 22440.956286247827, 27254.12925843606, 28515.680194972163, 26972.064311355054, 16948.866734505526, 8638.613472307341, 29380.20495213698, 34296.3523931087, 21515.646298854343, 25748.163601865712, 33030.69084818048, 34408.2549525684, 5501.771814649104, 11956.494550025307, 46875.08840002234, 28334.856842663685, 27051.39622948376, 28296.943166989444]"
elevation,"[106.8286819458008, 90.9647445678711, 102.7141494750977, 67.78030395507812, 82.86235809326172, 94.63480377197266, 94.76580047607422, 71.84623718261719, 66.59288787841797, 109.0532073974609, 112.0178833007812, 83.6648941040039, 66.55332946777344, 77.62855529785156, 115.3343734741211, 63.56193161010742, 102.600341796875, 95.77420806884766, 93.82559204101562, 116.1225814819336, 84.88230895996094, 81.6157455444336, 111.974365234375, 65.17454528808594, 111.29443359375, 87.12953186035156, 71.45431518554688, 131.7491302490234, 97.06817626953125, 123.4302520751953, 95.8827896118164, 99.98003387451172, 105.7850494384766, 89.23214721679688, 104.7842864990234, 91.69658660888672, 71.39663696289062, 123.6549835205078, 87.07022094726562, 90.07839965820312, 95.3828125, 82.04747772216797, 103.4977188110352, 85.35872650146484, 86.72636413574219, 90.2303237915039, 67.74760437011719, 99.8316879272461, 82.71903991699219, 93.31428527832031, 104.3544540405273, 97.6833724975586, 98.67851257324219, 88.36351776123047, 81.00533294677734, 92.70665740966797, 112.1284790039062, 83.81761169433594, 70.02952575683594, 83.97090911865234]"
color,red
