name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[22400.568143227305, 35286.69513709736, 6137.4051384507675, 9135.028206798828, 18832.34069384888, 30752.500191609226, 33815.56217422662, 50059.03923020162, 51318.74307851084, 28292.2430184319, 25882.343389965125, 38049.14851344942, 19208.058619283787, 37262.51536111447, 11431.9519254098, 39016.745936416904, 32448.007634959293, 39169.44351748741, 36744.28610840942, 20090.51103898682, 28864.318622226067, 14667.204167796925, 22414.10189358646, 34211.107897322945, 28320.48393045586, 42866.830500371216, 30420.07612227768, 0.0, 23316.51902316999, 23049.971640496555, 4978.265978473421, 42054.416543667045, 11185.694028106804, 35961.87259416323]"
elevation,"[61.35599899291992, 94.04635620117188, 100.5024948120117, 66.09122467041016, 119.2101287841797, 90.59268951416016, 97.23838806152344, 95.37705993652344, 119.6061096191406, 81.9265365600586, 61.08929824829102, 77.4688720703125, 85.96883392333984, 73.67623901367188, 91.06510162353516, 79.06867218017578, 74.99665832519531, 76.86383056640625, 114.9826965332031, 89.80188751220703, 103.6523056030273, 74.8348617553711, 101.4261703491211, 106.4785308837891, 70.6024169921875, 91.22756958007812, 104.7268218994141, 114.5746307373047, 83.21397399902344, 103.5168991088867, 84.93315887451172, 85.48336029052734, 96.03089141845703, 74.11455535888672, 81.1065444946289, 130.7082824707031, 92.70665740966797, 116.3982238769531, 92.2638931274414, 109.8567962646484, 101.948616027832, 74.54058837890625, 61.62525177001953, 67.8725357055664, 78.5000228881836, 103.4811782836914, 79.43054962158203, 92.9124755859375, 92.00961303710938]"
color,blue
