name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[36114.655524446294, 11195.764139729343, 29896.24652315279, 32639.266248392465, 7733.435576371989, 16854.688085701462, 44565.405905070395, 30448.170470280278, 27221.0088632036, 33820.93383395956, 35693.34323249193, 46678.45671501122, 19734.461235255814, 33439.383849203754, 28896.63655864393, 9602.78866808743, 7796.4882531840485, 25565.77579766724, 16140.164259314246, 38969.435429309655, 24212.58830254748, 25536.32406484292, 13876.200304576781, 38970.74967916826, 30319.387434002263, 22041.19793351038, 46495.38094064426, 43520.14216267416, 38358.9691481971, 25742.31062362509, 23881.905753789026, 15470.820404698094, 40604.38699817387, 5607.127081072885]"
elevation,"[64.6750259399414, 94.34747314453125, 72.78966522216797, 96.6058578491211, 84.77767944335938, 71.34111785888672, 97.66937255859375, 96.777587890625, 67.69052124023438, 98.22198486328125, 98.91039276123047, 70.02952575683594, 96.41567993164062, 89.87716674804688, 84.03028106689453, 75.02348327636719, 95.88113403320312, 84.80625915527344, 82.14065551757812, 95.39372253417969, 123.4956207275391, 92.81430053710938, 83.59007263183594, 89.96885681152344, 79.0503921508789, 110.4968948364258, 106.4785308837891, 89.94309997558594, 103.6022872924805, 83.67630004882812, 95.50518798828125, 84.49390411376953, 73.2715835571289, 80.95663452148438, 112.1284790039062, 80.20835876464844, 72.99635314941406, 96.721435546875, 84.99120330810547, 101.3294448852539, 65.39998626708984, 107.1853561401367, 89.50757598876953, 95.34043884277344, 108.3080444335938, 71.57257080078125, 87.31314086914062, 101.2983551025391, 60.69900131225586]"
color,blue
