name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[41021.77651521293, 8811.088873861225, 27409.321900891755, 22674.178743274977, 29438.390672636808, 11643.889360744051, 32418.35711735687, 5275.549096805718, 29424.316160662784, 11278.882542883242, 27088.87422089825, 20682.746563020064, 34204.26500307417, 46914.17191788856, 29441.79033828751, 18671.978093962665, 24740.956674783858, 19116.87850812012, 30302.690831217675, 35040.44335142096, 36038.155531831944, 30764.400158940098, 20387.086940511675, 31988.334759891113, 13006.7347573681, 8987.383523396635, 6861.851902700329, 20875.96299695195, 35253.030539931286, 41796.4371365916, 9092.329187870528, 25568.418377126392, 30277.754189524156, 24004.73566500045, 24976.035380874753, 28515.736098836383, 33649.06636564843]"
elevation,"[91.68074798583984, 112.7097396850586, 68.06573486328125, 96.86199188232422, 102.1719436645508, 86.77964782714844, 93.94444274902344, 78.9531478881836, 79.49420928955078, 98.08709716796875, 93.6112289428711, 89.63871765136719, 74.22607421875, 96.7087631225586, 86.03418731689453, 68.46467590332031, 96.95501708984375, 92.67051696777344, 89.6664810180664, 86.76527404785156, 110.9724960327148, 92.00961303710938, 94.33189392089844, 106.6128234863281, 87.12953186035156, 74.11455535888672, 118.0376129150391, 83.46681213378906, 105.2732772827148, 110.4968948364258, 64.53595733642578, 72.3897705078125, 96.41567993164062, 84.6155014038086, 61.61705017089844, 74.54058837890625, 108.8954772949219, 75.14202880859375, 81.54788970947266, 87.64222717285156, 122.1449432373047, 123.606086730957, 85.08980560302734, 95.15796661376953, 96.53144836425781, 120.7061996459961, 86.0000228881836, 92.34149932861328, 108.5333404541016, 82.75764465332031, 110.1692199707031, 93.31428527832031, 82.44756317138672, 60.56321716308594, 82.39290618896484, 93.90033721923828, 114.4020690917969, 99.72673034667969, 95.93246459960938, 89.08084106445312]"
color,red
