name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[19097.916417067183, 4059.6088499677476, 30772.072612315318, 31609.11320135868, 27200.432551154307, 0.0, 31147.276243720327, 6718.1623249618215, 9380.601325340478, 27826.895100449205, 12374.955907741758, 30122.504270544763, 44047.26156835139, 19732.883997270783, 23806.406911568527, 32792.72885213889, 26610.893088577363, 45371.335360920726, 7778.430614063887, 25835.50560112887, 22415.674818686406, 32269.861643371427, 29601.93817907306, 38658.33205703309, 46828.991061708555, 36347.71446831073, 11819.719731183357, 40371.457490869274, 33739.74794141903, 15759.77520745648, 9306.804232616516, 23466.669364326153, 2268.914154144585, 20680.985494947177, 20994.00845422052, 52770.2245759083, 34058.19632608331]"
elevation,"[92.41423034667969, 71.49806213378906, 92.23977661132812, 92.15802001953125, 97.75035858154297, 75.9875717163086, 66.4934310913086, 91.29273986816406, 89.71409606933594, 87.72288513183594, 93.31404876708984, 95.18903350830078, 104.6559753417969, 89.23214721679688, 83.41923522949219, 96.4727783203125, 70.88668060302734, 80.91004943847656, 81.51665496826172, 66.29517364501953, 92.41423034667969, 89.69364929199219, 68.57684326171875, 118.4951477050781, 78.8108139038086, 83.42646026611328, 92.2638931274414, 116.3335494995117, 61.81560897827148, 88.6154556274414, 104.5109100341797, 88.25282287597656, 77.00885009765625, 85.6959228515625, 106.2728805541992, 84.08094787597656, 77.89868927001953, 118.7910537719727, 79.42804718017578, 96.5479507446289, 90.22052764892578, 106.1678771972656, 85.29966735839844, 80.20835876464844, 116.957893371582, 74.16612243652344, 76.88751983642578, 112.1284790039062, 88.79154968261719, 93.66350555419922, 83.52357482910156, 78.6712417602539, 118.7688369750977, 91.36124420166016, 92.28984832763672, 67.71721649169922, 89.80188751220703, 65.07315063476562, 110.0476760864258, 80.59698486328125]"
color,red
