name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Intermediate Delivery Nodes
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[31556.36013545761, 33228.69234356601, 30984.95921325292, 24167.40689071077, 20659.493458334622, 28583.905462401894, 12252.240980852494, 29389.59259257278, 24807.617290866143, 19254.81221257625, 18966.889919954578, 26487.937490681878, 33222.73775449077, 11312.456640905664, 27404.28271746584, 23240.49292554631, 20460.398681323557, 15762.95613897773, 39012.64368058764, 32287.077732907783, 33510.95082397927, 38590.10557482378, 30855.401213313864, 30575.01936229199, 30525.85721365673, 18894.20561212209, 20989.09018138983, 27765.41928543022, 29902.461596149875, 32477.892905729124, 39568.14406961896, 31847.542657878803, 26335.44457670342, 32763.510663478806]"
elevation,"[65.76563262939453, 66.68086242675781, 99.22130584716797, 71.22901916503906, 87.31939697265625, 94.16468811035156, 115.5641632080078, 82.89774322509766, 81.5024642944336, 97.52143096923828, 116.3335494995117, 77.000244140625, 108.7133636474609, 91.2485580444336, 85.15705871582031, 85.15705871582031, 94.25721740722656, 77.23807525634766, 118.4058074951172, 71.34111785888672, 123.7596206665039, 85.91149139404297, 72.75167083740234, 101.3780899047852, 79.84552764892578, 80.20835876464844, 94.0855484008789, 103.9798049926758, 104.0859298706055, 85.96883392333984, 97.79644775390625, 91.4797592163086, 74.36949157714844, 101.2427291870117, 90.73361206054688, 102.2091522216797, 89.03038787841797, 96.5479507446289, 92.91754150390625, 98.97831726074219, 61.61705017089844, 85.4169921875, 90.32752990722656, 71.56770324707031, 73.14075469970703, 84.93315887451172, 96.95501708984375, 91.22756958007812, 85.41704559326172]"
color,blue
