name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[23674.700210956853, 21913.503424920127, 26087.813857291556, 29724.42013856736, 36878.270160204636, 17645.944702370987, 33620.724031709964, 32065.59039666979, 40843.17346747252, 12543.694113965148, 28264.078283085495, 25061.836405734448, 24694.618632809696, 20422.21274995516, 26936.302377242824, 29983.020316133647, 22876.470771348388, 39095.5563634354, 29482.004260942704, 0.0, 27779.176473558582, 1973.5270596534256, 37483.62469898205, 23357.55817250942, 2206.107454892087, 22400.33390297857, 33038.35351216784, 31996.44726086033, 36566.805129697736, 30142.37834186581, 19584.65412091342, 30800.74536527396, 37755.31133257953, 24853.92584220521, 33244.43889706961, 8610.809176789517, 4035.8685931862074]"
elevation,"[87.85554504394531, 82.86662292480469, 92.70665740966797, 103.09130859375, 93.64939880371094, 92.22705078125, 122.2349395751953, 66.01566314697266, 62.91897964477539, 100.2551422119141, 90.31078338623047, 97.26223754882812, 76.60009765625, 87.23929595947266, 98.57266235351562, 103.6523056030273, 64.09693145751953, 85.30667877197266, 93.54603576660156, 89.3204345703125, 93.43167877197266, 116.4461135864258, 91.80752563476562, 95.18903350830078, 82.93426513671875, 115.3343734741211, 93.31581115722656, 82.44756317138672, 63.56193161010742, 94.24008178710938, 83.81761169433594, 103.5829925537109, 82.96063232421875, 75.14301300048828, 85.15705871582031, 74.8348617553711, 97.17668914794922, 90.73361206054688, 78.86040496826172, 81.31718444824219, 95.15846252441406, 84.81912994384766, 68.07403564453125, 84.40918731689453, 65.89351654052734, 111.9708862304688, 117.4292907714844, 68.17748260498047, 107.0729293823242, 94.1529541015625, 104.6832656860352, 90.25759887695312, 91.32209777832031, 81.33153533935547, 97.53785705566406, 91.35409545898438, 78.59162139892578, 71.45431518554688, 62.76974487304688, 61.32424545288086]"
color,red
