name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[28490.643268849908, 0.0, 28258.909210823775, 10320.410903617354, 12147.169877244922, 27877.233335567944, 39032.2554268428, 3902.6523194964393, 46209.80884870453, 19027.74084578622, 31991.10333540906, 32307.90298272832, 31033.188978165406, 36165.73997219439, 34755.344740716595, 31120.782444247525, 45647.97599831867, 24910.962401592133, 28015.70306233459, 34590.89468826761, 18803.92608550858, 40587.14511838573, 3857.3476805035607, 27151.5445194969, 21742.10446316051, 56387.44234455956, 33695.00009609521, 24859.08619536638, 25898.097822096035, 40518.56615075171, 25627.845882663947, 29075.254417538592, 4267.354540751233, 29366.862042213867]"
elevation,"[65.20311737060547, 71.49806213378906, 111.8735809326172, 84.229248046875, 63.52887725830078, 65.59620666503906, 74.3093490600586, 97.17274475097656, 106.806510925293, 87.40994262695312, 64.88660430908203, 95.15846252441406, 109.5592575073242, 87.5692367553711, 73.4939956665039, 79.33454895019531, 66.26268768310547, 89.02945709228516, 59.63090896606445, 81.42259979248047, 73.2950210571289, 75.14202880859375, 69.9986572265625, 98.22630310058594, 96.777587890625, 103.7349700927734, 76.23211669921875, 111.8470458984375, 89.55897521972656, 100.7251586914062, 92.75720977783203, 89.20548248291016, 115.6469573974609, 80.20835876464844, 116.9955062866211, 81.3707504272461, 80.98799133300781, 65.08062744140625, 82.92935943603516, 127.5985641479492, 114.7867431640625, 97.25740051269531, 75.27442932128906, 85.96883392333984, 121.922607421875, 71.39663696289062, 85.17244720458984, 68.55657958984375, 90.73361206054688]"
color,blue
