name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[26204.820144228786, 3230.348164829717, 23190.216722833546, 31859.86327123769, 30098.766519096047, 35342.18704645525, 35746.98160300029, 30575.40446748085, 27791.687306249773, 23425.3271086976, 35931.18458932379, 30496.588772279152, 27727.24562993231, 26976.498758905087, 26620.049772248916, 6586.468608102551, 20589.173816738497, 29043.717663787345, 26359.554669751964, 38743.8449580539, 21559.703402506835, 30061.481435394973, 39845.400862308896, 31573.875750800064, 33586.1241677021, 5858.07470356415, 9660.55490372806, 35551.19247266633, 26138.736535780667, 2390.0990600108485, 43649.18605344913, 18550.73748314247, 30135.398688685316, 33350.20166277171, 17578.1697387188, 3761.5154102631536, 7853.618075273441]"
elevation,"[87.81790161132812, 83.20521545410156, 131.7491302490234, 99.8316879272461, 86.50165557861328, 93.2017822265625, 60.85905838012695, 80.37606811523438, 65.3112564086914, 89.78629302978516, 62.77399826049805, 85.8685073852539, 64.49113464355469, 89.2035140991211, 61.32424545288086, 95.65231323242188, 91.05177307128906, 65.15223693847656, 87.01840209960938, 98.36104583740234, 114.6575698852539, 69.28287506103516, 100.104377746582, 78.73103332519531, 66.26268768310547, 100.4628295898438, 92.00961303710938, 89.8248519897461, 116.4461135864258, 113.3185806274414, 83.04390716552734, 97.52143096923828, 86.72410583496094, 82.75825500488281, 110.4968948364258, 81.33153533935547, 80.1550521850586, 96.06254577636719, 96.21073150634766, 107.8328323364258, 82.63525390625, 103.6523056030273, 88.79154968261719, 96.92265319824219, 98.65016174316406, 79.24876403808594, 86.331787109375, 92.81430053710938, 88.76046752929688, 95.77420806884766, 123.7596206665039, 69.65025329589844, 68.08472442626953, 95.040283203125, 96.34355163574219, 112.7855834960938, 75.31266784667969, 112.8546524047852, 62.29736709594727, 94.09367370605469]"
color,red
