name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[40526.741577083696, 18036.606649066092, 25874.03664639975, 3940.0972616520135, 27811.695174901753, 34651.581386524005, 28740.395493900665, 29038.497310816176, 17768.506019101696, 26225.92553369557, 31270.631601722, 21581.892814512063, 30734.81244003598, 32298.14061106207, 37146.544602930735, 18203.314650743807, 33209.665140308425, 33510.71073666687, 17961.84061862941, 13398.90990525144, 35931.4761848333, 20190.82224430088, 29222.13334412014, 37435.21495403518, 21256.753079484297, 26031.721497737242, 12559.014288978458, 33816.31073321573, 39866.89691980259, 34759.7078176419, 27779.02634984607, 30345.10090155135, 27677.906962020064, 28841.3685474286]"
elevation,"[66.21121978759766, 88.33000946044922, 108.2681121826172, 115.3343734741211, 89.66757202148438, 91.83883666992188, 103.5356521606445, 77.18485260009766, 81.5024642944336, 74.54058837890625, 97.90214538574219, 83.3139877319336, 79.33454895019531, 118.0829086303711, 89.2109603881836, 81.5024642944336, 94.25794982910156, 74.54058837890625, 60.40043640136719, 80.65392303466797, 89.7608642578125, 116.1225814819336, 78.6712417602539, 101.7506561279297, 91.80752563476562, 80.19918060302734, 79.3683853149414, 92.15802001953125, 81.75701141357422, 86.76527404785156, 64.6692123413086, 75.36957550048828, 91.31493377685547, 109.8369750976562, 66.22561645507812, 98.28260803222656, 118.1316833496094, 69.28287506103516, 103.2947463989258, 83.63316345214844, 93.89424133300781, 106.3580093383789, 89.66757202148438, 111.2744293212891, 104.1343002319336, 104.4061279296875, 87.07022094726562, 86.9661865234375, 116.5997848510742]"
color,blue
