name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[16588.44630997499, 22423.6301426329, 18011.188818002625, 50297.447734284935, 42091.0080113482, 30436.880145004685, 30448.354759629445, 25661.11309925242, 32956.37580049316, 31270.15605907245, 30605.504903320918, 32836.94426147569, 2366.895900759124, 31787.401590149624, 22281.314937761017, 35124.285391516336, 7763.449064803028, 10831.300050353739, 42764.01523685535, 27509.08061744529, 19292.630915246136, 14525.59192501137, 7082.199629485767, 32003.661207483405, 29443.871420725096, 8343.86782623312, 11478.360747904972, 42004.26389873025, 26815.873575258312, 2309.1040992408766, 32500.903046408603, 22893.92967513577, 22401.503284169754, 29965.77594799586, 31918.36666587741, 19048.743559774986, 31560.559741182384]"
elevation,"[60.97800064086914, 94.9198226928711, 84.40918731689453, 102.2442779541016, 97.05193328857422, 95.69307708740234, 103.103759765625, 116.6150894165039, 93.09689331054688, 115.0237274169922, 64.38510131835938, 97.52143096923828, 91.90907287597656, 63.30459976196289, 67.21382141113281, 85.81512451171875, 112.0178833007812, 108.9929885864258, 110.6545028686523, 66.97697448730469, 104.3544540405273, 125.3712615966797, 97.59042358398438, 88.9162826538086, 67.21382141113281, 113.513542175293, 103.3893280029297, 101.4261703491211, 85.08980560302734, 94.67878723144531, 103.6523056030273, 75.72025299072266, 89.2109603881836, 85.4403076171875, 86.4900131225586, 67.19499969482422, 81.6122817993164, 103.9798049926758, 92.28984832763672, 60.33010101318359, 85.8685073852539, 86.0000228881836, 66.1696548461914, 95.99476623535156, 85.37747192382812, 67.10600280761719, 93.00920104980469, 79.24876403808594, 84.96895599365234, 95.09492492675781, 101.5923843383789, 89.00395202636719, 64.27163696289062, 80.11135864257812, 91.64038848876953, 79.97019958496094, 110.9820785522461, 91.22756958007812, 72.0140151977539, 78.90825653076172]"
color,red
