name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[37376.01519738225, 40269.0663346435, 27479.962026504734, 11019.470217892122, 23476.19878864479, 9190.059675840503, 32505.001967418757, 53944.00222347276, 37266.00250480116, 10743.589348870239, 35003.13911013391, 37982.77256667641, 2360.986470010488, 40607.02989455002, 9904.580825678684, 18168.799025295808, 29119.12445444553, 25260.691716848945, 35433.862375176665, 42130.856933696865, 39150.314528182054, 3025.948956429194, 31865.636521499033, 21724.321011728596, 36468.30046669777, 11229.252906210824, 35875.28915603905, 36986.27548036732, 33640.89018073778, 24542.14077591355, 2315.0135299895123, 42886.800220473066, 41601.469615742964, 7091.1349920051825]"
elevation,"[86.91202545166016, 65.24297332763672, 80.20687866210938, 104.3221435546875, 110.3034286499023, 96.72929382324219, 95.0185317993164, 77.23807525634766, 67.06400299072266, 90.9647445678711, 91.81019592285156, 86.48918914794922, 92.74105072021484, 91.70486450195312, 60.94126892089844, 86.83157348632812, 96.19295501708984, 89.53681182861328, 85.78282165527344, 120.980598449707, 93.00993347167969, 118.0624694824219, 101.4261703491211, 100.2910385131836, 78.96095275878906, 89.03038787841797, 82.71903991699219, 66.36383056640625, 85.20523834228516, 111.974365234375, 85.81512451171875, 88.36351776123047, 85.35872650146484, 75.36957550048828, 89.87716674804688, 90.31078338623047, 103.8546752929688, 87.85554504394531, 107.2844390869141, 122.349967956543, 88.1078872680664, 81.6485366821289, 85.17244720458984, 116.4461135864258, 70.89645385742188, 68.17748260498047, 84.71629333496094, 75.27442932128906, 65.16852569580078]"
color,blue
