name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[2224.940848100777, 29151.709081384717, 29202.456838850383, 30835.835394832553, 46328.9009147621, 41796.908805130566, 32479.014218913402, 11264.878240956674, 22743.547838992345, 38016.46325287828, 31352.971752990492, 28546.917449107936, 35673.30163757441, 6195.583069897129, 32275.819323252017, 31532.679611664225, 4011.8452854200095, 31839.413556340074, 28539.039772157517, 42684.56127043408, 31284.47124645985, 30565.343140485707, 7867.495733432604, 20318.63379828358, 39833.4604950587, 12343.583336593587, 21630.97222625527, 10725.567107990551, 23700.843674485543, 32276.75752127097, 0.0, 28794.056002430912, 22674.178743274977, 22813.821256725023, 6576.272784099386, 29259.15658425775, 30282.598185255865]"
elevation,"[83, 60.19699859619141, 87.11740112304688, 77.62855529785156, 81.23321533203125, 80.98799133300781, 80.81111907958984, 65.8128890991211, 73.67526245117188, 98.36104583740234, 77.23807525634766, 66.17786407470703, 105.8269195556641, 97.640380859375, 65.61852264404297, 99.43746185302734, 88.91520690917969, 92.28984832763672, 106.6243438720703, 101.5923843383789, 60.19699859619141, 118.0624694824219, 120.8641815185547, 61.81560897827148, 89.02945709228516, 72.09932708740234, 92.99242401123047, 89.20548248291016, 111.9708862304688, 81.47795104980469, 100.1177825927734, 90.80284118652344, 85.2865219116211, 98.34127807617188, 84.80625915527344, 107.6625366210938, 64.6750259399414, 85.91865539550781, 91.90907287597656, 64.88660430908203, 89.46597290039062, 89.37995147705078, 112.1284790039062, 94.94644927978516, 89.6551284790039, 88.58760070800781, 82.45718383789062, 92.22705078125, 63.8621711730957, 85.35872650146484, 91.06172180175781, 122.5401229858398, 75.27442932128906, 64.7496566772461, 72.0140151977539, 118.0376129150391, 123.606086730957, 100.9679870605469, 95.18903350830078, 78.47431182861328]"
color,red
