name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[11049.063533001585, 16260.14888099602, 30304.16942554131, 11817.410787459634, 22854.829237428286, 29799.19109798598, 25407.094983491603, 28346.92111369844, 39070.7078175207, 27943.482249839773, 33613.60898986585, 35347.05930796573, 28708.619853904438, 26766.981421369168, 33728.123144481375, 38091.78243439229, 41953.58458204153, 21032.595504518016, 22618.743841872576, 38160.24783507541, 10821.925729684386, 34817.74359700476, 13227.031085702936, 24796.79337434023, 43829.56273518506, 41367.248333964875, 35529.09688256377, 12585.773795401921, 30510.298476443466, 31665.705412857773, 4068.9196829033185, 29356.289203982447, 33722.456104049226, 18470.789543466133]"
elevation,"[116.1225814819336, 63.30459976196289, 114.4020690917969, 83.12641143798828, 70.4090347290039, 85.83018493652344, 110.1579360961914, 111.8470458984375, 87.00652313232422, 110.9820785522461, 81.23321533203125, 112.7373046875, 94.16468811035156, 66.29517364501953, 88.28096008300781, 109.6256484985352, 61.08929824829102, 110.9471282958984, 85.91149139404297, 60.77999877929688, 79.30929565429688, 89.01040649414062, 80.1550521850586, 85.27742004394531, 94.85942840576172, 89.46597290039062, 101.2983551025391, 87.40994262695312, 87.00989532470703, 78.73103332519531, 82.14065551757812, 106.6128234863281, 61.51774215698242, 113.3852157592773, 88.79154968261719, 85.8685073852539, 85.07205200195312, 88.25282287597656, 76.60009765625, 111.2744293212891, 117.508903503418, 83.46681213378906, 64.2801742553711, 102.4127883911133, 94.04635620117188, 60.96128463745117, 104.6832656860352, 106.1011199951172, 62.27145385742188]"
color,blue
