name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[36086.75130761233, 37437.88766753808, 32605.329238575796, 28790.706013713945, 33153.72113824291, 35248.26780045243, 3883.018846568875, 31497.1249321982, 40743.18743157093, 0.0, 12117.132831824405, 37585.24207804125, 32046.025406101966, 20383.313930981567, 14226.310428740842, 12684.640978004274, 30309.00103965005, 40404.08209596208, 19786.938974171706, 35871.7912218091, 32280.01261616249, 7663.753351412562, 35552.24034180203, 25587.19926927308, 28053.836751794992, 29332.390351715625, 16562.940084205482, 27556.74883156224, 44916.35575269918, 28378.369948572614, 1.5285869395244918, 41102.51383559163, 32769.45151419364, 43026.18540231415]"
elevation,"[94.06873321533203, 102.5337677001953, 89.53681182861328, 91.32209777832031, 85.30667877197266, 96.41567993164062, 94.02728271484375, 122.5401229858398, 73.81196594238281, 83.21049499511719, 68.62149810791016, 97.37468719482422, 102.5337677001953, 83.63316345214844, 99.0531005859375, 69.65025329589844, 110.7159805297852, 95.39720916748047, 70.14896392822266, 94.9385757446289, 88.46286010742188, 60.60616683959961, 83.82154083251953, 100.5392990112305, 69.28495788574219, 97.4105453491211, 85.17244720458984, 75.38143157958984, 98.16351318359375, 67.73746490478516, 80.63642120361328, 103.8149032592773, 96.85052490234375, 67.55775451660156, 86.20877075195312, 119.601203918457, 93.09689331054688, 118.9829940795898, 69.18778228759766, 118.0829086303711, 79.73526763916016, 81.51665496826172, 102.4877624511719, 92.43061065673828, 60.38272857666016, 63.14763259887695, 90.07839965820312, 75.49977111816406, 102.3653793334961]"
color,blue
