name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[34255.87724517798, 11428.079252523874, 35054.63410376242, 24218.771454051865, 22870.53957051616, 35624.44301208307, 36034.87178317232, 30351.260986414596, 31426.592577614378, 28492.577320240518, 6483.194862083763, 31879.518876221508, 24701.546530481857, 7802.329447141242, 7941.719294285796, 17734.923817366358, 27436.132294439063, 22848.52978305478, 22520.31424036966, 38613.786395903684, 7088.449450398242, 26310.078819067352, 27367.890180534247, 2417.5935463028873, 9441.06057238282, 22190.647982520823, 11656.919408717942, 30296.11028451953, 36568.64959383862, 31247.98786059574, 26130.878396434844, 37500.40851905198, 35204.41932650355, 30844.027357599683, 33368.50062521989, 31236.188042369173, 31054.547187037784]"
elevation,"[88.31633758544922, 76.73247528076172, 92.37422943115234, 96.79705047607422, 115.5641632080078, 59.14026641845703, 115.5499114990234, 114.8696899414062, 93.2017822265625, 104.1343002319336, 102.2849349975586, 63.86358642578125, 77.09346008300781, 82.06329345703125, 59.35100173950195, 77.88436889648438, 78.53138732910156, 109.7989501953125, 95.82450103759766, 92.04959869384766, 108.0918045043945, 90.22052764892578, 93.3321533203125, 90.71480560302734, 63.46337890625, 90.22052764892578, 94.41462707519531, 78.84528350830078, 106.6128234863281, 114.5426864624023, 89.08084106445312, 100.7399749755859, 108.2659912109375, 114.9826965332031, 95.15796661376953, 122.2196655273438, 112.1885604858398, 95.77420806884766, 67.55775451660156, 64.39199829101562, 99.9486083984375, 84.87889099121094, 90.94251251220703, 64.17807006835938, 82.63525390625, 85.46397399902344, 66.47520446777344, 89.3204345703125, 87.71795654296875, 113.8990859985352, 93.50498962402344, 112.1284790039062, 101.4325485229492, 96.26573181152344, 90.25759887695312, 94.25721740722656, 92.50637817382812, 95.08194732666016, 90.73361206054688, 70.14896392822266]"
color,red
