name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[29149.42856773228, 35132.99339812159, 20246.92142814265, 21723.03601298385, 28837.434834918477, 29228.554784198437, 28634.061286910903, 20141.660758620907, 33193.749626593286, 32807.985274916595, 22874.25977523786, 25416.446939442354, 25580.394673908184, 12795.407136120419, 23690.326960003767, 27329.743446318094, 5205.117879277373, 26610.728902980627, 22613.74022476214, 32722.241769793804, 14256.959373549798, 31728.98080611496, 34668.49514362106, 48653.550749716866, 24197.085667043553, 22115.42965864871, 5494.16865570021, 25592.885150155573, 30139.689736065004, 27101.66382298449, 37006.926932584094, 28919.62980776585, 30918.40068235352, 13586.917598787508, 8008.861000222665, 6563.119456237578, 34757.00207746499]"
elevation,"[127.0185012817383, 83.04390716552734, 89.96885681152344, 88.84102630615234, 68.24043273925781, 87.00989532470703, 92.55999755859375, 103.3249435424805, 119.6061096191406, 63.52887725830078, 85.60298919677734, 66.01914978027344, 93.71015167236328, 74.3093490600586, 85.15705871582031, 105.1268615722656, 84.72830963134766, 93.81158447265625, 63.79002380371094, 83.16450500488281, 89.2109603881836, 107.3406066894531, 96.37840270996094, 76.6094741821289, 94.19943237304688, 117.1934051513672, 90.55205535888672, 79.01596069335938, 88.77825927734375, 81.57343292236328, 92.46151733398438, 90.94251251220703, 106.6128234863281, 120.980598449707, 91.64038848876953, 95.33393096923828, 90.59268951416016, 75.76913452148438, 80.1550521850586, 64.00566864013672, 82.246826171875, 103.5356521606445, 92.00981903076172, 64.17807006835938, 83.21397399902344, 101.948616027832, 110.0476760864258, 76.51537322998047, 69.50276947021484, 66.29517364501953, 84.8176040649414, 74.54058837890625, 83.3139877319336, 85.91865539550781, 76.23091888427734, 98.97831726074219, 106.13720703125, 96.28759002685547, 115.2625122070312, 79.43054962158203]"
color,red
