name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[26277.76952882561, 21728.654978922565, 14671.158322539533, 37276.66271561652, 31508.353033783347, 4000.1324826579275, 9975.587582424689, 33018.3283424027, 32557.961213429076, 6572.216587271798, 35733.34348877793, 46992.92578060085, 41127.949525222, 31375.865539488706, 23429.96247409973, 41906.100290783266, 36251.36646679003, 36648.74828558342, 6587.783412728201, 34619.74006808752, 10772.828962374417, 35778.67330656292, 22489.769338367947, 29520.35143831492, 38847.54010406542, 18090.092416838655, 38677.79062878625, 2349.3331541343564, 23549.87584053508, 33469.48559085564, 40242.0415607127, 1849.6766465041712, 39374.16865210142, 40371.76223981066]"
elevation,"[83.4349136352539, 81.56317901611328, 101.7042770385742, 73.14075469970703, 71.85655212402344, 65.63887786865234, 99.0531005859375, 101.4981994628906, 99.1925277709961, 66.56672668457031, 82.86235809326172, 77.09346008300781, 96.11309051513672, 86.331787109375, 95.58931732177734, 78.59162139892578, 95.3828125, 93.01099395751953, 84.35416412353516, 97.94837188720703, 67.37242126464844, 108.5333404541016, 104.3544540405273, 92.2638931274414, 93.64939880371094, 83.4349136352539, 112.1284790039062, 102.1719436645508, 86.9661865234375, 86.66401672363281, 76.2518081665039, 78.90825653076172, 111.8470458984375, 95.11516571044922, 94.9385757446289, 66.56672668457031, 82.39290618896484, 129.6204986572266, 81.6485366821289, 91.97647094726562, 112.7097396850586, 123.7596206665039, 68.88689422607422, 60.97800064086914, 80.59698486328125, 85.2865219116211, 65.79486083984375, 85.08980560302734, 91.06510162353516]"
color,blue
