name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[26941.861145306153, 27656.002531834634, 10434.176226688873, 29886.38772039149, 24043.022634747875, 19430.56897353776, 36393.3256883769, 38209.917547947785, 38972.66368590962, 30375.96320071843, 30446.950325609003, 20276.96321962348, 23993.829665456007, 12897.331485621762, 48721.79970507061, 32322.457578353726, 29329.805803176154, 25500.651687928657, 39296.530201838475, 36365.19613073062, 2335.172093986792, 32595.284219924957, 30668.27992396855, 28254.473326472988, 27423.00208792746, 23400.56767521807, 26117.377922794578, 9129.27981661119, 21568.906671713718, 20706.165270663474, 30930.663650994433, 40720.13817330823, 21261.134094799792, 31038.14991274777]"
elevation,"[60.47000122070312, 101.7042770385742, 97.78245544433594, 94.63480377197266, 65.99955749511719, 68.97230529785156, 77.75450134277344, 90.07839965820312, 97.17230987548828, 68, 84.34761047363281, 76.73247528076172, 112.4518051147461, 83.12641143798828, 99.0531005859375, 96.1438980102539, 84.16759490966797, 63.99348068237305, 77.32433319091797, 103.6523056030273, 85.35872650146484, 102.8187408447266, 83.52357482910156, 93.68183135986328, 98.91999816894531, 99.2565689086914, 79.66846466064453, 72.75167083740234, 84.66060638427734, 101.4261703491211, 76.23211669921875, 78.58343505859375, 98.22198486328125, 96.28038787841797, 107.7352676391602, 67.04563903808594, 86.65664672851562, 96.85052490234375, 101.4325485229492, 90.02320861816406, 82.63525390625, 77.09346008300781, 101.2087783813477, 74.01583099365234, 67.21382141113281, 76.51537322998047, 84.78217315673828, 80.11135864257812, 74.54058837890625]"
color,blue
