name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[26616.88912632548, 5329.098871969687, 34767.36211339997, 3825.944605892752, 20731.066164620865, 7732.778751159266, 25996.454951155127, 30579.687182638245, 35228.454787755196, 32652.82305816399, 32437.72759297313, 24930.055785212924, 31423.790178741394, 20216.50016000921, 21276.700675510427, 27547.081130140905, 25984.682645360994, 35640.93841635625, 27022.137357300242, 28317.113086383353, 35708.08763336093, 25382.418583567796, 30598.4739223922, 31303.005368454957, 34442.41109633514, 17289.492128083915, 27784.348820598527, 27557.443395367933, 9271.62002568297, 37740.791066906706, 35583.96764378921, 7755.76861063031, 25859.20778387248, 1410.5806374184006, 17714.733293482248, 21879.59962917377, 42104.76371981313]"
elevation,"[70.02952575683594, 117.3570098876953, 92.46151733398438, 83.96394348144531, 82.56120300292969, 93.78255462646484, 67.04391479492188, 102.2849349975586, 68.55657958984375, 89.68810272216797, 112.7097396850586, 90.51066589355469, 66.3740005493164, 83.96394348144531, 88.00335693359375, 76.51537322998047, 96.86199188232422, 65.39998626708984, 66.17786407470703, 82.57396697998047, 104.5447616577148, 83.735595703125, 92.5818862915039, 90.4639663696289, 66.8759994506836, 83.04390716552734, 60.96128463745117, 73.14799499511719, 92.37422943115234, 91.97073364257812, 83.4349136352539, 84.80625915527344, 99.72673034667969, 89.26875305175781, 108.5775756835938, 86.331787109375, 89.8248519897461, 77.85076904296875, 83.16873931884766, 79.73526763916016, 75.14202880859375, 71.56770324707031, 127.0185012817383, 88.28096008300781, 72.68814086914062, 84.77767944335938, 76.51537322998047, 87.85554504394531, 61.37599945068359, 98.52017974853516, 91.49018096923828, 118.4817581176758, 119.5057220458984, 83.52357482910156, 109.4736404418945, 91.0631103515625, 64.64051055908203, 60.55253601074219, 83.06501007080078, 101.2802963256836]"
color,red
