name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[22845.920852150175, 21580.83165689678, 26247.50700327248, 33575.246722844, 30836.814329920297, 39287.724481406185, 23049.943180154656, 38085.731225529766, 26069.179979637647, 38291.1044271703, 8909.089180027759, 31815.17107366132, 18333.432483969616, 32238.68547300337, 9708.714262208943, 26220.05834254899, 31149.409179134964, 18609.647912725708, 3701.265377683418, 47622.50952409481, 23633.27070634304, 8181.540889076412, 41561.95485601684, 40872.869628185734, 29139.82748973887, 5476.903762745286, 38016.11206877789, 22786.561696593388, 25748.653841855248, 46294.58758999437, 43732.07328026461, 27593.26782875121, 20459.100168608074, 25969.289525007865]"
elevation,"[115.043212890625, 85.6959228515625, 105.1283340454102, 86.01375579833984, 104.0454330444336, 94.82107543945312, 96.5479507446289, 93.00993347167969, 76.99053955078125, 90.25759887695312, 84.34761047363281, 96.47638702392578, 75.49977111816406, 96.4727783203125, 83.68170928955078, 88.90335845947266, 128.5739288330078, 80.59698486328125, 99.43746185302734, 80.1550521850586, 89.20548248291016, 89.26875305175781, 101.5923843383789, 107.2673797607422, 104.2414093017578, 64.00566864013672, 103.6022872924805, 79.65473937988281, 84.80625915527344, 103.9307861328125, 115.1494598388672, 92.28984832763672, 98.96946716308594, 65.94363403320312, 115.4630508422852, 88.00335693359375, 83.18280792236328, 88.8578109741211, 75.31266784667969, 95.22029113769531, 62.4093132019043, 94.4058609008789, 100.9837036132812, 101.3294448852539, 86.331787109375, 97.07615661621094, 81.51315307617188, 66.87445068359375, 91.28326416015625]"
color,blue
