name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[31496.438123331896, 30852.54939696184, 5756.413635459005, 32467.852711742213, 30225.532605947734, 32364.377470671632, 31036.413385865242, 14788.271806600727, 49884.74666596496, 0.0, 25259.453389742546, 7927.51802628486, 11793.806483517945, 5717.474920196519, 21324.053500938582, 36148.30726815675, 42544.96680335494, 31974.851270627485, 39129.32570103619, 30375.22798288344, 21023.996883883152, 32845.91791108243, 39042.40640241132, 19590.41551701897, 33282.316958619056, 23868.722355545655, 28574.81723250996, 26063.724979943927, 3972.7229127136816, 34358.736393990286, 38524.66178212592, 11633.798653659787, 8331.951254229867, 23590.371730073723, 37027.32414758094, 13016.852005815761, 21827.68172951107]"
elevation,"[111.0136337280273, 82.06329345703125, 97.2056884765625, 80.06382751464844, 81.0594253540039, 93.00993347167969, 59.15644454956055, 93.78255462646484, 103.9628524780273, 102.5325927734375, 115.4044189453125, 102.5337677001953, 74.54058837890625, 103.09130859375, 77.89868927001953, 84.66060638427734, 83.68351745605469, 101.9564666748047, 106.118293762207, 83.7021713256836, 97.17230987548828, 89.94309997558594, 91.22756958007812, 82.39290618896484, 88.6154556274414, 83.7021713256836, 111.9920654296875, 108.3595886230469, 108.2898712158203, 76.6094741821289, 100.2648086547852, 115.4630508422852, 63.5859260559082, 87.38848114013672, 89.31659698486328, 105.2732772827148, 63.86358642578125, 80.20835876464844, 94.03270721435547, 86.331787109375, 94.0855484008789, 121.1611862182617, 97.52143096923828, 63.99348068237305, 103.4977188110352, 94.19943237304688, 68.62149810791016, 72.14061737060547, 96.4727783203125, 85.07173919677734, 99.51127624511719, 64.84127807617188, 70.89645385742188, 99.9918212890625, 88.16761016845703, 100.1177825927734, 79.3683853149414, 75.36957550048828, 67.32140350341797, 65.9769058227539]"
color,red
