name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[3017.0532416680135, 31402.516353889423, 22719.532777623786, 34372.74810713231, 18585.569647060813, 15486.27818398489, 27012.330743112645, 4894.361825198638, 28561.093684116753, 38895.85493045338, 28800.658366503463, 25708.967218231533, 23624.39446352411, 33163.29601604204, 38515.163358606755, 35093.804902277865, 28684.598041341404, 30284.44466095618, 21594.152645891976, 21596.65573221966, 5838.394879876245, 37142.36841746563, 28132.946051735424, 8343.614259102924, 11418.01616765228, 43503.10832617756, 42569.21432330109, 37083.36564289272, 40656.76526816233, 2377.2083471242368, 35906.08706510674, 26310.492803291116, 25767.666317137348, 35984.53564445888, 27842.344199047035, 3826.22153603607, 2928.175851596736]"
elevation,"[100.2910385131836, 65.5214614868164, 88.75919342041016, 96.50541687011719, 97.11434936523438, 77.85076904296875, 104.6559753417969, 65.61739349365234, 68.68154907226562, 101.3780899047852, 64.53976440429688, 92.76241302490234, 67.7752685546875, 120.268928527832, 85.16521453857422, 93.72051239013672, 99.28561401367188, 107.2457427978516, 88.84102630615234, 92.99242401123047, 97.05193328857422, 127.5985641479492, 72.68814086914062, 114.0691833496094, 85.43379974365234, 113.3852157592773, 75.36957550048828, 105.2732772827148, 76.72977447509766, 76.23091888427734, 118.0411605834961, 103.9628524780273, 108.2898712158203, 65.07315063476562, 97.27339172363281, 61.51774215698242, 72.14061737060547, 79.73526763916016, 103.5829925537109, 91.85712432861328, 89.96885681152344, 74.69336700439453, 94.46373748779297, 78.72135925292969, 112.7855834960938, 78.86040496826172, 86.6534194946289, 99.55191040039062, 106.6128234863281, 89.20548248291016, 94.16468811035156, 83.16873931884766, 60.40043640136719, 79.66846466064453, 90.50725555419922, 102.0068740844727, 101.962760925293, 92.82466888427734, 67.24932861328125, 83.735595703125]"
color,red
