name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[9192.23388800301, 26300.787843322076, 32429.134535716425, 29685.94861840539, 2324.130976271146, 37429.3661311434, 31878.692319733713, 8257.841865246348, 22650.0475818384, 34098.82120503039, 35726.97067254196, 30755.2120113956, 29652.471362009204, 19658.754914280715, 26861.456709815015, 29977.458174376483, 30059.000787080928, 21412.07872688525, 30363.697886172602, 29592.72650375886, 3920.852126131368, 32365.67211820004, 43091.72601760982, 11837.443075748932, 36431.92979682241, 35580.51522445413, 28052.077268635094, 25781.884342011013, 31816.705494655762, 43020.08027074701, 38074.72805019579, 11025.262025349628, 25911.11565798899, 42427.17581842309]"
elevation,"[92.37422943115234, 121.3248901367188, 65.0918197631836, 77.4688720703125, 74.8348617553711, 106.7861099243164, 88.803466796875, 59.63090896606445, 101.8731842041016, 88.81851196289062, 90.93717956542969, 91.91425323486328, 87.41356658935547, 76.73247528076172, 99.81002044677734, 102.8644561767578, 65.1242904663086, 82.57396697998047, 77.95928192138672, 67.12712097167969, 88.79154968261719, 83.69719696044922, 91.50727081298828, 94.5521240234375, 76.23211669921875, 89.66757202148438, 90.55548858642578, 79.30929565429688, 118.4951477050781, 80.20835876464844, 108.0233840942383, 84.35416412353516, 69.50276947021484, 102.8187408447266, 73.2950210571289, 66.8759994506836, 94.4058609008789, 85.2865219116211, 65.78700256347656, 111.9920654296875, 89.7608642578125, 75.38819885253906, 106.3346710205078, 72.68814086914062, 110.0476760864258, 86.09281158447266, 122.0868606567383, 123.606086730957, 96.21031188964844]"
color,blue
