name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[31434.829474586604, 24951.803898410646, 29525.73959090352, 4169.097697572142, 21521.396406148375, 26432.679946448945, 38109.89413083716, 6003.935279285028, 3956.012541517409, 26725.25718066415, 6683.411743460608, 40553.51575769181, 48584.57849921762, 4324.115128313332, 6476.588256539391, 34542.024860137775, 32907.21429426315, 14833.99407551756, 25576.003716132564, 33771.26336554379, 37063.33513753268, 34082.30380687845, 20255.135934723923, 9966.495341203947, 32129.90150924919, 32745.658143509314, 27149.694095965082, 24893.349098937208, 27681.54252235909, 38926.93335931497, 44841.2686187076, 9251.980556211907, 36615.05974492393, 27366.499322613534, 9670.058563278353, 25877.459628019125, 28043.96877338012]"
elevation,"[62.88092803955078, 96.98973846435547, 85.81512451171875, 86.62897491455078, 96.06885528564453, 100.0482711791992, 66.4613265991211, 82.45718383789062, 78.90825653076172, 90.73361206054688, 86.1666259765625, 72.71588897705078, 92.12094116210938, 85.29966735839844, 104.7268218994141, 101.8731842041016, 75.72247314453125, 117.0611724853516, 60.28864288330078, 83.96111297607422, 82.72358703613281, 94.32516479492188, 98.50931549072266, 77.23807525634766, 104.3544540405273, 85.43379974365234, 66.66173553466797, 73.4939956665039, 112.7373046875, 111.6268844604492, 99.0938949584961, 78.8108139038086, 85.41704559326172, 84.96895599365234, 119.5057220458984, 88.36351776123047, 119.8030853271484, 89.60098266601562, 92.66064453125, 94.82107543945312, 81.56317901611328, 107, 104.2414093017578, 110.4968948364258, 75.61711883544922, 83.42646026611328, 82.78284454345703, 106.3346710205078, 101.9564666748047, 83.16873931884766, 59.15644454956055, 81.2681884765625, 88.28096008300781, 101.962760925293, 80.76605224609375, 89.87957000732422, 79.91336822509766, 70.88668060302734, 91.97073364257812, 88.90335845947266]"
color,red
