name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[10955.61294951974, 30840.13877767759, 26181.487395114622, 22919.556859724853, 2476.3780413141476, 41627.34040316403, 51472.36449497814, 18718.433225545945, 29510.338236442654, 31188.448986071457, 22122.504881349938, 24645.22336704782, 35566.83536321214, 37084.169574847496, 37907.222005663905, 25128.720603606234, 37959.8057027906, 42762.386090078006, 25249.20624499256, 22305.788911393705, 30469.92257784391, 28738.885101754062, 9302.144591587841, 11004.88039608745, 40090.740244455934, 38427.62129044493, 24037.728376771433, 30384.1315570258, 29080.58088640213, 27089.793158367618, 30762.06947245714, 26972.815834962523, 3052.85375639031, 21607.87064091335]"
elevation,"[80.1550521850586, 118.8156967163086, 93.19486999511719, 83.21049499511719, 85.15705871582031, 89.82820129394531, 97.4975814819336, 88.03595733642578, 61.57269668579102, 86.7522964477539, 90.50725555419922, 90.71480560302734, 98.52017974853516, 95.88113403320312, 80.20835876464844, 97.17274475097656, 88.28096008300781, 96.1438980102539, 86.37989044189453, 65.76563262939453, 100.879150390625, 108.8954772949219, 63.56193161010742, 82.246826171875, 63.64933395385742, 65.59783172607422, 65.1242904663086, 84.6922378540039, 96.53144836425781, 111.9920654296875, 92.50637817382812, 79.51825714111328, 94.60867309570312, 97.2056884765625, 71.11714172363281, 75.14202880859375, 102.7166976928711, 66.54794311523438, 84.66060638427734, 87.75762939453125, 103.2384567260742, 94.9385757446289, 95.15796661376953, 88.29422760009766, 68, 95.66648864746094, 85.29966735839844, 83.7021713256836, 80.11135864257812]"
color,blue
