name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[35858.77845658177, 24642.365458900356, 31468.87251820785, 21069.07555407876, 30011.75599897198, 34863.74031093059, 23789.738514213903, 32384.42613115994, 46516.880979908325, 38869.315960823136, 32668.487216445686, 20536.35030830562, 12064.158701501143, 34291.95112000963, 28454.496417021874, 26903.74275982068, 42238.28628401256, 0.0, 35711.22324635645, 28033.60422734634, 43198.493292228944, 27486.52842504067, 8065.935820873621, 13321.190870856955, 12684.065763935832, 34624.43986276053, 46308.97942623737, 35729.41622152405, 19758.613396853412, 2543.7767836734524, 26504.322337560163, 5967.399240285394, 35083.921055430714, 35989.6673381423]"
elevation,"[74.82682037353516, 95.41341400146484, 115.7744064331055, 114.3712921142578, 84.49446868896484, 91.0631103515625, 93.54603576660156, 118.8857040405273, 79.0503921508789, 80.81111907958984, 89.7608642578125, 72.90147399902344, 88.59751892089844, 88.21559143066406, 89.37069702148438, 100.0482711791992, 76.51537322998047, 91.85712432861328, 79.97019958496094, 88.50922393798828, 75.14202880859375, 87.63103485107422, 115.2692184448242, 98.28260803222656, 86.0000228881836, 101.0821914672852, 86.72410583496094, 84.0421371459961, 79.0503921508789, 76.60009765625, 101.3780899047852, 90.94251251220703, 64.94094848632812, 99.72673034667969, 106.3346710205078, 108.0233840942383, 94.77387237548828, 88.89850616455078, 66.26268768310547, 85.67959594726562, 83.42646026611328, 112.1284790039062, 102.2442779541016, 91.90907287597656, 67.44491577148438, 78.92845916748047, 71.68037414550781, 95.15846252441406, 64.39199829101562]"
color,blue
