name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[23151.074215788292, 26610.304244071813, 27997.70315634501, 15894.201032592726, 34881.096566423155, 21305.740107711554, 22760.772415851046, 26106.078307824893, 20102.296057631072, 8391.690182394083, 29721.192126821323, 18659.367810626107, 17493.395025255453, 43080.89197088953, 22147.673605702137, 29461.27691916696, 30454.631627762305, 23589.710325270073, 23082.85670224037, 30113.6447751887, 32589.157437987724, 22939.77614025399, 2383.7232015072273, 26781.32799215554, 21949.27818654313, 32065.591977639393, 33941.57480233516, 31575.60740760025, 9138.943943639551, 3298.150214518688, 30175.392246884756, 31938.68762928732, 46546.33825814937, 21320.68987857221, 24266.888008305166, 29746.717792489915, 31980.55770657403]"
elevation,"[83.69938659667969, 97.11541748046875, 84.34761047363281, 72.20002746582031, 92.79524993896484, 94.4058609008789, 111.0401153564453, 106.0744018554688, 94.3451919555664, 106.3001251220703, 76.23211669921875, 129.127197265625, 99.1113510131836, 115.3862915039062, 65.78700256347656, 87.8846435546875, 76.99281311035156, 116.5997848510742, 109.2080230712891, 89.96885681152344, 104.3489990234375, 61.01394271850586, 72.87556457519531, 85.48197937011719, 91.81019592285156, 74.54058837890625, 87.64222717285156, 111.2744293212891, 80.71466827392578, 95.34043884277344, 76.2518081665039, 100.9732971191406, 83.51011657714844, 73.2950210571289, 117.2519912719727, 70.97638702392578, 84.71629333496094, 78.90825653076172, 88.36351776123047, 80.15778350830078, 77.95928192138672, 116.5338745117188, 91.77153015136719, 82.44756317138672, 84.09870910644531, 67.1840591430664, 96.58848571777344, 77.96247863769531, 90.55548858642578, 64.39199829101562, 84.80625915527344, 76.86383056640625, 72.10433959960938, 89.8248519897461, 102.7099075317383, 106.6128234863281, 77.44755554199219, 73.69631958007812, 106.7861099243164, 93.31404876708984]"
color,red
