name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[11680.076772115042, 26970.618902814116, 32839.71820251936, 37405.364223272954, 40159.20690725967, 13284.916942497173, 45899.35519022475, 0.0, 32895.01618436711, 22271.463760719456, 37707.57904125272, 33433.3092905617, 25381.87506451436, 35982.182911631004, 13666.691912328122, 26607.356254392183, 38332.37115963951, 2324.581738854636, 34640.33321350807, 28234.41971287419, 31270.105451262887, 28264.286817000957, 28816.190480778812, 38505.353118915344, 34550.36748624953, 7671.963086943511, 15827.270129225806, 28695.96479820799, 37534.48435601603, 25871.428816988817, 19099.187176252453, 15340.708438756012, 29648.69413797491, 46831.55832008077]"
elevation,"[108.2681121826172, 100.7095108032227, 63.77370452880859, 101.948616027832, 98.08049774169922, 107.6491928100586, 91.42215728759766, 95.15846252441406, 102.3653793334961, 87.23751068115234, 111.8470458984375, 88.77825927734375, 95.39720916748047, 65.1242904663086, 97.17230987548828, 117.3761520385742, 82.246826171875, 105.8269195556641, 85.91865539550781, 93.5774917602539, 60.66699981689453, 101.2983551025391, 69.28495788574219, 85.43379974365234, 99.3897933959961, 88.36351776123047, 75.49977111816406, 97.07392120361328, 102.7527542114258, 95.83541870117188, 84.6155014038086, 93.00920104980469, 63.60986709594727, 74.43769073486328, 108.0233840942383, 118.0624694824219, 87.5692367553711, 72.09932708740234, 91.07538604736328, 91.26464080810547, 101.2719039916992, 94.33367156982422, 88.90335845947266, 78.6378173828125, 84.35416412353516, 92.36569213867188, 80.76605224609375, 82.72259521484375, 110.0476760864258]"
color,blue
