name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[29101.01193416343, 26513.331552599393, 21200.72709084377, 26814.64252046682, 12980.027222013243, 10504.902841561321, 27024.53582814264, 4805.716832685632, 12779.60671638314, 23791.22080414518, 3763.322665207742, 21256.014868020655, 18153.22615898404, 42812.93547516042, 27854.817415582766, 37364.68503147769, 44376.23782724383, 38629.10604061828, 8956.171290807626, 46079.306575940274, 34336.737706065906, 10907.901054699161, 32099.42814140476, 2318.35620546155, 30263.32039101944, 16466.12182633409, 33925.87107229155, 40777.99234589189, 0.0, 42207.758385986366, 53669.1091633812, 27542.07577795778, 37886.27696115734, 22829.274136953147, 25016.08475243732, 25897.654402062333, 6738.490984848274]"
elevation,"[114.7558059692383, 94.76580047607422, 83.4349136352539, 64.38510131835938, 78.96095275878906, 81.9265365600586, 95.15846252441406, 66.49443817138672, 117.6774291992188, 67.447998046875, 82.36202239990234, 121.6764678955078, 87.05559539794922, 95.18903350830078, 64.65819549560547, 95.34043884277344, 72.20002746582031, 100.7745971679688, 104.6832656860352, 82.45718383789062, 64.22459411621094, 85.6441421508789, 97.17668914794922, 91.26464080810547, 88.15349578857422, 67.3306655883789, 84.81912994384766, 59.2803955078125, 116.0908889770508, 86.9661865234375, 63.15650939941406, 93.63636779785156, 122.5401229858398, 63.34224700927734, 65.39998626708984, 108.9227294921875, 95.08194732666016, 85.15705871582031, 93.77584838867188, 95.040283203125, 89.96885681152344, 114.3712921142578, 97.11434936523438, 110.1579360961914, 88.84102630615234, 82.35989379882812, 65.76563262939453, 76.23211669921875, 86.62735748291016, 110.3034286499023, 121.1611862182617, 63.93447494506836, 86.331787109375, 110.0476760864258, 88.8578109741211, 111.8048706054688, 118.0376129150391, 65.59783172607422, 76.07086181640625, 96.21073150634766]"
color,red
