name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[31838.732957897842, 29433.847354938578, 3948.8272420756693, 30570.131652325374, 29567.18711462279, 27995.810953219832, 32888.31069219699, 45896.711998841056, 23207.06105171055, 11415.648604613023, 42689.34707372479, 32811.58870784174, 1.632522343402333, 36137.223335775925, 31653.317037134115, 9328.873997631063, 21902.154331960737, 49384.45770215369, 12445.245930805686, 34792.13783759234, 35907.14121880977, 29927.769709285778, 34666.82425817266, 33210.94638136203, 22828.377013861395, 27678.234506523528, 31108.348726688924, 12515.072401547033, 13892.173872230458, 26079.131267712102, 37626.71529740555, 22617.235535671072, 38420.036029904644, 23257.74568141987]"
elevation,"[93.43167877197266, 100.7095108032227, 82.45718383789062, 60.99977111816406, 82.92935943603516, 74.17057800292969, 81.2681884765625, 91.1777114868164, 83.68170928955078, 75.7879409790039, 91.06510162353516, 94.07455444335938, 86.1666259765625, 75.6656723022461, 72.0140151977539, 76.60009765625, 127.0185012817383, 61.81560897827148, 83.00128173828125, 115.003044128418, 92.50637817382812, 100.2551422119141, 92.81430053710938, 60.97800064086914, 96.02445983886719, 117.508903503418, 93.6112289428711, 59.43099975585938, 101.4325485229492, 81.32254791259766, 118.0411605834961, 77.75450134277344, 108.8954772949219, 100.0999069213867, 81.75701141357422, 95.15846252441406, 81.6485366821289, 80.14733123779297, 89.46597290039062, 82.92935943603516, 114.4020690917969, 121.1611862182617, 78.5000228881836, 60.39199829101562, 103.8149032592773, 95.34043884277344, 88.45304107666016, 96.1438980102539, 95.22029113769531]"
color,blue
