name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[23824.423493413524, 30380.86533892982, 22622.37466547122, 31901.255127316508, 22328.800433135355, 26800.68357757729, 22111.32818190941, 3983.9277224047196, 22563.524006994317, 27850.559644871075, 24749.8446794783, 11639.635475006144, 33394.37933699476, 33392.13813452592, 24647.414833369, 46893.85890701184, 47068.522871348374, 0.0, 38482.176867310794, 45413.204626688894, 19278.95865065405, 0.0, 11441.290728229993, 37745.66982138152, 30151.048645930397, 34288.04827353546, 26064.560124512638, 11860.54892076345, 24610.01113821879, 26225.40710026851, 29570.775934377438, 18048.959816850293, 2269.313861841354, 31719.378121396338, 33033.12748498824, 28871.094280392725, 22416.889172901545]"
elevation,"[109.0232696533203, 66.72494506835938, 87.23751068115234, 111.7689056396484, 75.72247314453125, 105.3813171386719, 75.94482421875, 91.32209777832031, 95.18903350830078, 109.0232696533203, 74.83297729492188, 63.30459976196289, 82.80292510986328, 108.0237121582031, 87.61936950683594, 60.41799926757812, 109.3318405151367, 71.85655212402344, 88.97850036621094, 79.43054962158203, 106.1011199951172, 66.84955596923828, 78.9531478881836, 102.8187408447266, 73.9028549194336, 75.61711883544922, 89.20548248291016, 67.73746490478516, 108.0200347900391, 122.1449432373047, 62.29736709594727, 129.5787200927734, 92.82466888427734, 65.59783172607422, 129.0658416748047, 98.34127807617188, 85.08980560302734, 77.62855529785156, 106.6128234863281, 114.7867431640625, 65.91082763671875, 76.54216003417969, 82.44756317138672, 104.6832656860352, 61.81560897827148, 88.1078872680664, 102.1719436645508, 95.18903350830078, 84.80625915527344, 93.31404876708984, 99.93321228027344, 94.70680236816406, 69.84964752197266, 85.48197937011719, 112.6653213500977, 64.46672058105469, 100.671745300293, 93.05990600585938, 86.20877075195312, 81.51665496826172]"
color,red
