name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[34400.32805088323, 17528.80718358774, 32948.0201442113, 40217.179357442765, 23185.271988595887, 27924.248770651942, 33099.78834582069, 25966.320834822025, 30961.382531504667, 33656.44605375519, 34715.00541413868, 39655.871895713964, 38051.123299677995, 29818.224702536707, 39563.40870865714, 29780.065958830237, 34630.92136003512, 12113.953993253916, 39650.529576256675, 36481.5235634749, 16828.73569943053, 34239.89084502181, 18236.988686124652, 2384.3482734879994, 33177.72394644676, 46737.165114309275, 26769.635528063107, 26242.894916510013, 8356.325096840936, 25466.951085543053, 7795.091901576573, 35229.76666355292, 9538.408782729635, 2291.651726512001]"
elevation,"[88.4349365234375, 70.34540557861328, 90.93717956542969, 89.2109603881836, 96.04592895507812, 92.76241302490234, 95.66648864746094, 70.97638702392578, 76.88751983642578, 103.3734588623047, 74.22607421875, 70.89645385742188, 83.52357482910156, 85.08980560302734, 67.54179382324219, 59.15644454956055, 62.76974487304688, 84.99120330810547, 75.36957550048828, 128.3880004882812, 61.51774215698242, 83.69719696044922, 75.65421295166016, 107.2844390869141, 91.2485580444336, 85.2865219116211, 89.03038787841797, 111.9920654296875, 80.94865417480469, 109.6424026489258, 85.6299057006836, 101.2427291870117, 85.06297302246094, 96.28038787841797, 89.94309997558594, 113.8990859985352, 74.8348617553711, 81.1065444946289, 67.1840591430664, 87.00989532470703, 110.0476760864258, 77.96247863769531, 100.7251586914062, 81.4238052368164, 92.28984832763672, 97.84284973144531, 89.01040649414062, 98.1191635131836, 65.91082763671875]"
color,blue
