name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[43808.94187397381, 40725.94052700946, 39417.7652530516, 24699.252049119357, 26459.44987647412, 17491.434487185183, 40757.589184703706, 31134.443081632064, 16184.013362337544, 7824.49745956854, 30649.61834087651, 8113.948605847969, 28293.03520933176, 22566.759073267043, 0.0, 19748.668988123052, 25878.61213267633, 40459.23945754257, 28250.444063930172, 39742.5290379097, 34955.48661362437, 10210.453452141954, 35303.474415822304, 39678.89787434093, 39229.415626269016, 21472.19850478393, 3751.167846847256, 35289.03312511028, 42756.7937498513, 34363.55855233467, 41765.82849437863, 30678.012657284275, 23591.539034414818, 2391.957988235787]"
elevation,"[108.8954772949219, 85.81512451171875, 94.4058609008789, 87.56008911132812, 60.99977111816406, 108.0175399780273, 93.00920104980469, 93.89424133300781, 64.40406036376953, 98.02313995361328, 93.55643463134766, 70.72908020019531, 82.3475570678711, 95.55170440673828, 76.01204681396484, 104.6832656860352, 89.63301086425781, 83.81761169433594, 85.17244720458984, 85.60298919677734, 104.6507797241211, 114.7867431640625, 91.32209777832031, 89.54976654052734, 67.56400299072266, 102.0520782470703, 91.83883666992188, 89.01292419433594, 107.2053146362305, 67.447998046875, 90.185302734375, 116.5338745117188, 88.79154968261719, 76.6094741821289, 85.07205200195312, 89.87335968017578, 81.02777862548828, 111.2744293212891, 82.75825500488281, 107.972053527832, 92.50637817382812, 57.08034896850586, 80.59698486328125, 100.7399749755859, 90.89878845214844, 98.97831726074219, 77.62855529785156, 54.71324920654297, 68.00563049316406]"
color,blue
